# DISASSEMBLY-DERIVED (tier 2: addresses).  GENERATED by
# docs/whitebox/scripts/build_ref.py -- do not hand-edit.
# Every addr is an absolute VA in c2.dll sha256 c80981c015166effecc71ad8112d5577a065b2300891dfdb02b9c13787a66258.
# NAVIGATION ONLY.  Nothing here may enter crates/ without a
# docs/whitebox/DISCLOSURE.md row naming the address.
# kind: func-entry | in-func | data | unmapped
# tu_conf: in-anchor (a fact) | gap (a hypothesis, C2_MAP.md 3.1)
#          no-ice-site (a TU the partition cannot see) | n/a (not code)
addr	kind	func	func_size	ncallers	ncallees	tu	tu_conf	subsys	page	conf	label	n_cites	cites
10bbc9ab	func-entry	10bbc9ab	85	3	3	reader.c	in-anchor	-	-	high	il-dispatch: .ex opcode fetch; 0x4D = end of stream, 0xFF = C1001	4	whitebox/WB_READER_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-08-wb-reader.md:1
10bc2d7a	func-entry	10bc2d7a	5080	4	78	reader.c	in-anchor	-	-	high	il-dispatch: reader.c record->codegen walk, table 0x10bc4152, ops 0x01..0xBD	1	whitebox/C2_MAP.md:1
10bc4715	func-entry	10bc4715	1059	2	27	reader.c	gap	-	-	high	il-reader: per-function: seek .sy@+0x58 then .ex@+0x54, then codegen	0	-
10bc58d5	func-entry	10bc58d5	1891	3	10	regasg.c	in-anchor	regalloc	P_REGALLOC.md	unknown	-	3	rungs/2026-08-08-wb-chooser.md:1,whitebox/WB_CHOOSER_FINDINGS.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1
10bd0c77	func-entry	10bd0c77	733	1	12	stack.c	in-anchor	-	-	unknown	-	1	whitebox/WB_REGALLOC_FINDINGS.md:1
10bd3750	func-entry	10bd3750	83	41	2	stack.c	gap	-	-	unknown	-	1	whitebox/WB_DAGORDER_FINDINGS.md:1
10bd3824	func-entry	10bd3824	17	147	0	stack.c	gap	-	-	unknown	-	1	whitebox/WB_MERGER4_FINDINGS.md:1
10bd3852	func-entry	10bd3852	31	65	0	stack.c	gap	-	-	unknown	-	1	whitebox/WB_DAGCLIENTS_FINDINGS.md:1
10bd3892	func-entry	10bd3892	30	13	1	stack.c	gap	-	-	unknown	-	12	whitebox/WB_DAGCLIENTS_FINDINGS.md:3,whitebox/WB_DAGCLIENTS_PREREG_R2.md:3,BOARD.md:2,rungs/2026-08-13-dagclients.md:1,whitebox/WB_DAGORDER_FINDINGS.md:1,whitebox/WB_MERGER4_FINDINGS.md:1
10bd38b0	func-entry	10bd38b0	32	24	1	stack.c	gap	-	-	unknown	-	19	whitebox/WB_DAGCLIENTS_FINDINGS.md:4,whitebox/WB_DAGCLIENTS_PREREG_R2.md:4,whitebox/WB_MERGER4_FINDINGS.md:4,BOARD.md:3,rungs/2026-08-13-dagclients.md:1,rungs/2026-08-14-merger4.md:1
10bd398a	func-entry	10bd398a	42	1	1	tuple.c	in-anchor	-	-	unknown	-	1	whitebox/WB_REGALLOC_FINDINGS.md:1
10bd415e	func-entry	10bd415e	31	85	1	tuple.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MERGER4_FINDINGS.md:1
10bd417d	func-entry	10bd417d	59	12	2	tuple.c	in-anchor	-	-	unknown	-	4	whitebox/WB_MERGER4_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-14-merger4.md:1
10bd42c2	func-entry	10bd42c2	22	91	1	tuple.c	in-anchor	-	-	unknown	-	4	whitebox/WB_LOOP_FINDINGS.md:2,whitebox/WB_MEMCPY_FINDINGS.md:1,whitebox/WB_SELECT_FINDINGS_R2.md:1
10bd4361	func-entry	10bd4361	81	27	3	tuple.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bd4461	func-entry	10bd4461	19	19	0	tuple.c	in-anchor	-	-	unknown	-	2	rungs/2026-08-14-merger4.md:1,whitebox/WB_MERGER4_FINDINGS.md:1
10bd482d	func-entry	10bd482d	71	30	0	tuple.c	in-anchor	-	-	unknown	-	3	whitebox/WB_LOOP_FINDINGS.md:3
10bd4874	func-entry	10bd4874	71	34	0	tuple.c	in-anchor	-	-	unknown	-	3	whitebox/WB_LOOP_FINDINGS.md:3
10bd4e7e	func-entry	10bd4e7e	89	1	1	tuple.c	in-anchor	-	-	unknown	-	1	whitebox/WB_DAGCLIENTS_FINDINGS.md:1
10bd5209	func-entry	10bd5209	31	44	0	tuple.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10bd5228	func-entry	10bd5228	381	129	10	tuple.c	in-anchor	-	-	unknown	-	1	whitebox/WB_FRAME_FINDINGS.md:1
10bd5516	func-entry	10bd5516	67	299	1	tuple.c	in-anchor	-	-	unknown	-	4	whitebox/WB_LOOP_FINDINGS.md:3,whitebox/WB_SELECT_RECONCILED.md:1
10bd55fa	func-entry	10bd55fa	23	23	2	tuple.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10bd5648	func-entry	10bd5648	66	6	4	tuple.c	in-anchor	-	-	unknown	-	7	whitebox/WB_MERGER4_FINDINGS.md:3,whitebox/WB_DAGCLIENTS_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-14-merger4.md:1
10bd5952	func-entry	10bd5952	88	42	5	tuple.c	in-anchor	-	-	unknown	-	5	whitebox/WB_MERGER4_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-14-merger4.md:1,whitebox/WB_DAGCLIENTS_FINDINGS.md:1
10bd5a62	func-entry	10bd5a62	167	2	4	tuple.c	in-anchor	-	-	unknown	-	3	BOARD.md:1,whitebox/WB_SELECT_FINDINGS_R2.md:1,whitebox/WB_SELECT_RECONCILED.md:1
10bd7108	func-entry	10bd7108	87	106	3	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10bd72b0	func-entry	10bd72b0	75	230	3	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10bd754d	func-entry	10bd754d	178	8	5	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bd76e6	func-entry	10bd76e6	154	86	6	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10bd786a	func-entry	10bd786a	50	140	2	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10bd7b09	func-entry	10bd7b09	29	83	2	tuple.c	gap	-	-	medium	emit.rebind.dest: Rebinds an instruction's destination operand. Called at the tail of FUN_10c1ac5c on the LAST instruction of the expanded idiom; the only structural difference this lane could find between the two arms of rule (B), and t...	3	whitebox/WB_TABLES_FINDINGS.md:2,BOARD.md:1
10bd7c10	func-entry	10bd7c10	15	43	0	tuple.c	gap	-	-	high	select-type-index|emit.optab.typeindex: Operand type word (nibble<<12 | size) -> type index 0..25, the column selector for every table. Jump table on the nibble at 0x10bd7cf0; nibble 1 signed int, 2 unsigned int, 3/4 pointer, 5 float, 12...	21	BOARD.md:5,whitebox/WB_TABLES_FINDINGS.md:5,whitebox/WB_SELECT_FINDINGS_R2.md:3,whitebox/WB_SELECT_RECONCILED.md:3,rungs/2026-08-09-wb-tables.md:2,whitebox/WB_SELECT_FINDINGS.md:2
10bd7cf0	data	10bd7cf0	4	0	0	tuple.c	gap	-	-	high	emit.optab.typeindex.jt: The 13-entry jump table for 0x10bd7c10; ends at 0x10bd7d24, the next function	6	whitebox/WB_TABLES_FINDINGS.md:3,whitebox/WB_SELECT_FINDINGS_R2.md:2,BOARD.md:1
10bd7d23	unmapped	-	-	-	-	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_TABLES_FINDINGS.md:1
10bd7d24	func-entry	10bd7d24	13	23	1	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_TABLES_FINDINGS.md:1
10be04e7	func-entry	10be04e7	102	1	2	tuple.c	gap	eh	P_EH.md	unknown	-	1	whitebox/WB_EH_FINDINGS.md:1
10be0534	in-func	10be04e7	102	1	2	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_EH_FINDINGS.md:1
10be0a0a	func-entry	10be0a0a	169	1	6	tuple.c	gap	eh	P_EH.md	unknown	-	1	whitebox/WB_EH_FINDINGS.md:1
10be0a84	in-func	10be0a0a	169	1	6	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_EH_FINDINGS.md:1
10be0af1	func-entry	10be0af1	178	1	9	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_DAGCLIENTS_FINDINGS.md:1
10be12c7	func-entry	10be12c7	3022	1	12	tuple.c	gap	eh	P_EH.md	high	ehfuncinfo-builder: builds the __ehfuncinfo$ record (9 dwords) and mints __unwindtable$%s, __tryblocktable$%s, __catchsym$%s$%d, __estypeinfo$%s; sizes maxState*8 / n*0x14 / n*0x10, all via FUN_10b9c655(6, size, 7, 0, 4, 0x80)	12	whitebox/WB_EH_FINDINGS.md:10,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
10be1323	in-func	10be12c7	3022	1	12	tuple.c	gap	-	-	high	ehfuncinfo-builder	1	whitebox/WB_EH_FINDINGS.md:1
10be13a8	in-func	10be12c7	3022	1	12	tuple.c	gap	-	-	high	ehfuncinfo-builder	1	whitebox/WB_EH_FINDINGS.md:1
10be1425	in-func	10be12c7	3022	1	12	tuple.c	gap	-	-	high	eh-magic: `mov DWORD PTR [eax+0xe],0x19930522` — the EH magic, the only 19930xxx immediate in the image; matches the obj byte for byte	4	whitebox/WB_EH_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-08-wb-eh.md:1
10be1494	in-func	10be12c7	3022	1	12	tuple.c	gap	-	-	high	ehfuncinfo-builder	1	whitebox/WB_EH_FINDINGS.md:1
10be18c6	in-func	10be12c7	3022	1	12	tuple.c	gap	-	-	high	ehfuncinfo-builder	1	whitebox/WB_EH_FINDINGS.md:1
10be1d23	in-func	10be12c7	3022	1	12	tuple.c	gap	-	-	high	ehfuncinfo-builder	1	whitebox/WB_EH_FINDINGS.md:1
10be1f3f	func-entry	10be1f3f	1220	1	27	tuple.c	gap	eh	P_EH.md	unknown	-	1	whitebox/WB_EH_FINDINGS.md:1
10be21ed	in-func	10be1f3f	1220	1	27	tuple.c	gap	-	-	unknown	-	1	whitebox/WB_EH_FINDINGS.md:1
10be32de	func-entry	10be32de	594	1	4	ehexcept.c	in-anchor	eh	P_EH.md	unknown	-	1	whitebox/WB_EH_FINDINGS.md:1
10be341c	in-func	10be32de	594	1	4	ehexcept.c	in-anchor	eh	P_EH.md	unknown	-	1	whitebox/WB_EH_FINDINGS.md:1
10be4598	func-entry	10be4598	37	1	0	ehexcept.c	gap	eh	P_EH.md	unknown	-	1	whitebox/WB_FRAME_FINDINGS.md:1
10be4f28	func-entry	10be4f28	1702	1	23	except.c	in-anchor	eh	P_EH.md	unknown	-	1	whitebox/WB_LABEL_PREREG_R2.md:1
10be5cce	func-entry	10be5cce	28	1	0	(unnamed TU: no ICE site)	no-ice-site	dag	P_DAG.md	unknown	-	4	whitebox/WB_DAGORDER_FINDINGS.md:2,BOARD.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1
10be5cea	func-entry	10be5cea	28	1	0	(unnamed TU: no ICE site)	no-ice-site	dag	P_DAG.md	unknown	-	9	BOARD.md:4,whitebox/WB_DAGORDER_FINDINGS.md:2,rungs/2026-08-13-dagorder.md:1,whitebox/WB_DAGORDER_PREREG_R2.md:1,whitebox/WB_ITEMF_FINDINGS.md:1
10be5d4b	func-entry	10be5d4b	101	1	1	(unnamed TU: no ICE site)	no-ice-site	dag	P_DAG.md	unknown	-	21	BOARD.md:6,whitebox/WB_DAGCLIENTS_PREREG.md:4,whitebox/WB_DAGORDER_FINDINGS.md:4,whitebox/WB_DAGCLIENTS_FINDINGS.md:2,whitebox/WB_ITEMF_FINDINGS.md:2,rungs/2026-08-13-dagclients.md:1
10be5df6	func-entry	10be5df6	453	1	4	(unnamed TU: no ICE site)	no-ice-site	dag	P_DAG.md	unknown	-	10	BOARD.md:3,whitebox/WB_DAGORDER_FINDINGS.md:3,whitebox/WB_ITEMF_FINDINGS.md:2,rungs/2026-08-13-dagorder.md:1,whitebox/WB_DAGORDER_PREREG_R2.md:1
10be60c0	func-entry	10be60c0	428	1	7	(unnamed TU: no ICE site)	no-ice-site	dag	P_DAG.md	unknown	-	4	whitebox/WB_DAGORDER_FINDINGS.md:2,rungs/2026-08-13-dagorder.md:1,whitebox/WB_DAGORDER_PREREG_R2.md:1
10be626c	func-entry	10be626c	278	1	7	(unnamed TU: no ICE site)	no-ice-site	dag	P_DAG.md	unknown	-	3	whitebox/WB_DAGCLIENTS_PREREG.md:2,whitebox/WB_DAGORDER_FINDINGS.md:1
10be6382	func-entry	10be6382	700	2	13	(unnamed TU: no ICE site)	no-ice-site	dag	P_DAG.md	unknown	-	17	BOARD.md:4,whitebox/WB_ITEMF_FINDINGS.md:3,whitebox/WB_DAGCLIENTS_FINDINGS.md:2,whitebox/WB_DAGORDER_FINDINGS.md:2,whitebox/WB_REGALLOC_FINDINGS.md:2,CEILING.md:1
10be663e	func-entry	10be663e	1197	2	2	(unnamed TU: no ICE site)	no-ice-site	dag	P_DAG.md	unknown	-	3	BOARD.md:1,whitebox/WB_DAGORDER_FINDINGS.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1
10be6caf	func-entry	10be6caf	9	1	0	except.c	gap	eh	P_EH.md	unknown	-	1	whitebox/WB_READER_FINDINGS.md:1
10be7006	func-entry	10be7006	198	2	4	except.c	gap	eh	P_EH.md	unknown	-	2	rungs/_2026-08-04-w-skip-findings.md:1,rungs/_2026-08-04-w-skip-prereg.md:1
10be70cc	func-entry	10be70cc	8	23	1	except.c	gap	eh	P_EH.md	unknown	-	3	rungs/_2026-08-04-w-skip-prereg.md:2,rungs/_2026-08-04-w-skip-findings.md:1
10be70d4	func-entry	10be70d4	7	2	1	except.c	gap	eh	P_EH.md	unknown	-	2	rungs/_2026-08-04-w-skip-findings.md:1,rungs/_2026-08-04-w-skip-prereg.md:1
10be7473	func-entry	10be7473	92	14	4	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select: CreateSection(name,group,idx,kind) -> non-COMDAT; queries 10b982d6, chars at +0x53	2	whitebox/C2_MAP.md:1,whitebox/WB_EH_FINDINGS.md:1
10be7496	in-func	10be7473	92	14	4	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select	1	rungs/_2026-08-04-w-skip-findings.md:1
10be74cf	func-entry	10be74cf	131	5	4	emit.cpp	in-anchor	section	P_SECTION.md	high	comdat: CreateComdatSection(...): sets +0x4c=7, +0x63=selection, +0x5f=base	2	whitebox/C2_MAP.md:2
10be7552	func-entry	10be7552	124	2	2	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select: the only runtime name composer: strips at '$', appends "$zz"/"$zy"	0	-
10be75de	func-entry	10be75de	101	2	1	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select: creates .debug$S (group "DEBSYM", kind 0x13)	0	-
10be7643	func-entry	10be7643	101	2	1	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select: creates the DEBTYP section (default name "$$TYPES", kind 0x14)	0	-
10be76a8	func-entry	10be76a8	44	4	2	emit.cpp	in-anchor	eh	P_EH.md	high	section-select: creates .pdata (group "PDATA", align 4)	2	whitebox/WB_EH_FINDINGS.md:2
10be76ac	in-func	10be76a8	44	4	2	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select	1	whitebox/WB_EH_FINDINGS.md:1
10be76d4	func-entry	10be76d4	19	4	0	emit.cpp	in-anchor	section	P_SECTION.md	high	section-chars|section-select: base-section resolver: COMDAT (sect[0x4c]==7) with selection != 5 -> sect+0x5f, else identity	3	BOARD.md:1,rungs/2026-08-18-c2map2.md:1,whitebox/C2_MAP.md:1
10be76e7	func-entry	10be76e7	64	1	0	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select: $-aware name prefix match: equal, or next char is '$'	0	-
10be7727	func-entry	10be7727	124	3	2	emit.cpp	in-anchor	section	P_SECTION.md	high	section-chars|section-select: returns sect[0x4d]; only kinds 1 and 0x1d are re-mapped, by $-aware name prefix (.rdata/.xdata/.const->4, .text->0, .drectve->10)	1	whitebox/C2_MAP.md:1
10be77a3	func-entry	10be77a3	53	2	0	emit.cpp	in-anchor	section	P_SECTION.md	high	section-align|section-select: alignment chooser: kind 0 / 0x1b / 0x20 (and 0x12 when DAT_10c2e310) -> global DAT_10c2e9b4; kind 0xa -> drectve sect; else sect+0x43	0	-
10be794d	func-entry	10be794d	173	3	5	emit.cpp	in-anchor	section	P_SECTION.md	medium	section-select: creates <base>$zz COMDAT-ordering section (kind 0x1b), PGO-gated	0	-
10be79fa	func-entry	10be79fa	175	2	5	emit.cpp	in-anchor	section	P_SECTION.md	medium	section-select: creates <base>$zy COMDAT-ordering section (kind 0x20), PGO-gated	0	-
10be7b07	func-entry	10be7b07	68	2	4	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select: creates .text -> g_state[0x2cc]	0	-
10be7b4b	func-entry	10be7b4b	44	1	2	emit.cpp	in-anchor	eh	P_EH.md	high	section-select: creates .xdata (group "XDATA", align 4)	5	whitebox/WB_EH_FINDINGS.md:4,rungs/2026-08-08-wb-eh.md:1
10be7b4f	in-func	10be7b4b	44	1	2	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select	1	whitebox/WB_EH_FINDINGS.md:1
10be7b9e	func-entry	10be7b9e	234	1	5	emit.cpp	in-anchor	section	P_SECTION.md	high	section-select: creates .data/.rdata/.bss/.tls$ and latches 0x10c45f88..0x10c45f98	0	-
10be7e81	func-entry	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open: db stream driver, gated on TU[0x336]&0x2000	0	-
10be7ef0	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	1	rungs/_2026-08-04-w-db-findings.md:1
10be7ef5	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	3	rungs/_2026-08-04-w-db-findings.md:2,rungs/_2026-08-04-w-db-prereg.md:1
10be7efe	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	1	rungs/_2026-08-04-w-db-findings.md:1
10be7f08	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	2	rungs/_2026-08-04-w-db-findings.md:2
10be7f1b	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	1	rungs/_2026-08-04-w-db-findings.md:1
10be7f23	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	1	rungs/_2026-08-04-w-db-findings.md:1
10be7f41	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	5	rungs/_2026-08-04-w-db-findings.md:3,BOARD.md:1,rungs/_2026-08-04-w-db-prereg.md:1
10be7fc4	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	1	rungs/_2026-08-04-w-db-findings.md:1
10be7fcf	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	1	rungs/_2026-08-04-w-db-findings.md:1
10be7fd9	in-func	10be7e81	397	0	14	emit.cpp	in-anchor	section	P_SECTION.md	high	il-open	1	rungs/_2026-08-04-w-db-findings.md:1
10be810a	in-func	10be800f	520	2	3	emit.cpp	gap	section	P_SECTION.md	unknown	-	1	rungs/_2026-08-04-w-mark-findings.md:1
10be8182	in-func	10be800f	520	2	3	emit.cpp	gap	section	P_SECTION.md	unknown	-	1	rungs/_2026-08-04-w-mark-findings.md:1
10be82e7	func-entry	10be82e7	388	1	5	emit.cpp	gap	section	P_SECTION.md	high	obj-reader: sole msobj FCreateFromBytesW caller; CreateFileW GENERIC_READ + vtable iteration only	0	-
10be83f2	in-func	10be82e7	388	1	5	emit.cpp	gap	section	P_SECTION.md	high	obj-reader	1	whitebox/C2_MAP.md:1
10be9892	func-entry	10be9892	129	1	6	dbg.cpp	in-anchor	-	-	unknown	-	2	rungs/_2026-08-04-w-db-findings.md:1,rungs/_2026-08-04-w-db-prereg.md:1
10be997b	func-entry	10be997b	11	1	1	dbg.cpp	in-anchor	-	-	unknown	-	2	rungs/_2026-08-04-w-db-findings.md:1,rungs/_2026-08-04-w-db-prereg.md:1
10bebf3e	func-entry	10bebf3e	165	3	6	dbgcpp.h	gap	-	-	medium	entry: guard called first by both Invoke entries; nonzero return skips the pass	0	-
10bebffd	func-entry	10bebffd	248	0	7	dbgcpp.h	gap	-	-	high	entry: _InvokeCompilerPass@12, p2/dll.cpp — the exported entry cl/c1xx calls	2	whitebox/C2_MAP.md:2
10bec133	func-entry	10bec133	84	0	4	dbgcpp.h	gap	-	-	high	entry: export _InvokeCompilerPassW@16; latches *param_4 as in/out status, calls 0x10b7f3e7	1	whitebox/C2_MAP.md:1
10bec297	func-entry	10bec297	15	15	1	dll.cpp	gap	-	-	unknown	-	1	whitebox/WB_REGALLOC_FINDINGS.md:1
10bec2ac	func-entry	10bec2ac	187	0	1	dll.cpp	gap	-	-	high	entry: export _AbortCompilerPass@4; semaphore 0x10c37d30, "Compiler terminating.", ExitProcess(0x8000)	1	whitebox/C2_MAP.md:1
10bec40a	func-entry	10bec40a	122	0	4	dll.cpp	gap	-	-	high	entry: export DllGetObjHandler; two 16-byte ID compares, COM HRESULTs, operator new(0x20)	1	whitebox/C2_MAP.md:1
10bf0882	in-func	10bf080f	261	1	6	cgintrin.c	in-anchor	-	-	unknown	-	3	whitebox/WB_REGALLOC_FINDINGS.md:2,BOARD.md:1
10bf522f	in-func	10bf50d6	672	1	16	cgintrin.c	in-anchor	-	-	unknown	-	3	whitebox/WB_REGALLOC_FINDINGS.md:2,BOARD.md:1
10bf5d2b	func-entry	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	2	whitebox/WB_MEMCPY_FINDINGS.md:2
10bf5e30	in-func	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	4	whitebox/WB_MEMCPY_FINDINGS.md:2,BOARD.md:1,whitebox/DISCLOSURE.md:1
10bf5e35	in-func	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	2	whitebox/WB_MEMCPY_FINDINGS.md:2
10bf5e3e	in-func	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	2	whitebox/WB_MEMCPY_FINDINGS.md:2
10bf5e43	in-func	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	2	whitebox/WB_MEMCPY_FINDINGS.md:2
10bf5e46	in-func	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	4	whitebox/WB_MEMCPY_FINDINGS.md:2,BOARD.md:1,whitebox/DISCLOSURE.md:1
10bf5e48	in-func	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf5e5d	in-func	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf5e62	in-func	10bf5d2b	2090	1	33	cgintrin.c	in-anchor	-	-	unknown	-	5	whitebox/WB_MEMCPY_FINDINGS.md:4,BOARD.md:1
10bf6555	func-entry	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	8	whitebox/WB_MEMCPY_FINDINGS.md:6,BOARD.md:1,rungs/2026-08-08-wb-memcpy.md:1
10bf6579	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf657f	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	5	whitebox/WB_MEMCPY_FINDINGS.md:3,BOARD.md:1,whitebox/DISCLOSURE.md:1
10bf6584	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	3	whitebox/WB_MEMCPY_FINDINGS.md:2,whitebox/DISCLOSURE.md:1
10bf658b	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	3	whitebox/WB_MEMCPY_FINDINGS.md:2,whitebox/DISCLOSURE.md:1
10bf65b1	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf65b8	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	6	BOARD.md:2,whitebox/WB_MEMCPY_FINDINGS.md:2,rungs/2026-08-08-wb-memcpy.md:1,whitebox/DISCLOSURE.md:1
10bf65bf	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf65d1	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	4	whitebox/WB_MEMCPY_FINDINGS.md:2,BOARD.md:1,whitebox/DISCLOSURE.md:1
10bf65d6	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf65de	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	5	whitebox/WB_MEMCPY_FINDINGS.md:3,BOARD.md:1,whitebox/DISCLOSURE.md:1
10bf65e3	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	5	whitebox/WB_MEMCPY_FINDINGS.md:3,BOARD.md:1,whitebox/DISCLOSURE.md:1
10bf65e6	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	4	whitebox/WB_MEMCPY_FINDINGS.md:2,BOARD.md:1,whitebox/DISCLOSURE.md:1
10bf65e8	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf65f9	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf6614	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf661b	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf6620	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	5	whitebox/WB_MEMCPY_FINDINGS.md:4,BOARD.md:1
10bf6627	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf662e	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf6635	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf6649	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10bf669d	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	4	whitebox/WB_MEMCPY_FINDINGS.md:3,whitebox/DISCLOSURE.md:1
10bf66f1	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	2	whitebox/WB_MEMCPY_FINDINGS.md:2
10bf6714	in-func	10bf6555	1477	1	31	cgintrin.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
