# DISASSEMBLY-DERIVED (tier 2: addresses, tu, label, hop;
# tier 1: the 53 file names, the string TEXT, the import names).
# GENERATED by docs/whitebox/scripts/build_funcs.py -- do not hand-edit.
# ONE ROW PER FUNCTION IN THE IMAGE -- the complement of ADDR.tsv,
# which has a row only for an address already cited or labelled.
# Every addr is an absolute VA in c2.dll sha256 c80981c015166effecc71ad8112d5577a065b2300891dfdb02b9c13787a66258.
# NAVIGATION ONLY.  Nothing here may enter crates/ without a
# docs/whitebox/DISCLOSURE.md row naming the address.
# cover:   paged > labelled > cited > none
# conf:    a hand label's own confidence, else `mech` -- WEAKER than [R].
#          [R] says the instructions were read correctly; `mech` says only
#          that these tables join here.
# tu_conf: in-anchor (a fact) | gap (a hypothesis, C2_MAP.md 3.1)
#          no-ice-site (a TU the partition cannot see) | n/a
# hop:     undirected call-graph distance to the nearest paged/labelled
#          function; 0 = itself, >6 prints as `6+`, `-` = unreachable.
addr	size	kind	tu	tu_conf	subsys	page	cover	conf	label	ncallers	ncallees	hop	nstr	strings	nimp	imports
10b9dba7	39	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	1	3	0	-	0	-
10b9dbce	157	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	1	2	0	-	6	PogoDbCloseFunction,PogoDbCloseModule,PogoDbGenerateModuleName
10b9dc6b	276	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	1	6	2	0	-	0	-
10b9dd7f	88	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	2	0	-	0	-
10b9ddd7	122	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	4	0	2	5	DmGetPgoModuleHandle | DmPgoSaveSnapshot | DmPgoStopDataCollection	1	strstr
10b9de51	48	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	5	0	2	0	-	0	-
10b9de81	86	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	2	2	0	-	0	-
10b9ded7	88	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	20	3	1	0	-	1	_vsnprintf_s
10b9df2f	668	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	4	9	1	6	WRN:\t%s was not probed; Pogo disabled\n | OPT:\tLink order %d\n | OPT:\tOptimizing for %s\n	2	PogoDbSetLogicalModule,PogoDbStartNewFunction
10b9e1cb	7	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	1	1	3	0	-	0	-
10b9e1d2	418	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	18	1	0	-	1	PogoDbUpdateProfileBufs
10b9e374	23	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	3	3	2	0	-	0	-
10b9e38b	72	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	3	1	2	0	-	0	-
10b9e3d3	963	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	16	1	8	%s is not a Pogo inline candidate because the… | %s is not a Pogo inline candidate (recursion?… | %s not an inline candidate (EE_POGONEVERINLIN…	0	-
10b9e796	68	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	5	3	1	2	%s but can't: %s\n | ERR:\tPogo wants to inline %s into 	0	-
10b9e7da	186	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	6	2	0	-	0	-
10b9e894	234	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	6	2	0	-	0	-
10b9e97e	115	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	2	2	0	-	0	-
10b9e9f1	125	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	5	2	0	-	0	-
10b9ea6e	180	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	1	3	0	-	0	-
10b9eb22	396	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	2	2	2	0	-	1	PogoDbWriteFunctionInfo
10b9ecae	69	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	2	3	0	-	0	-
10b9ecf3	158	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	2	2	3	INF:\tZero trip test thwarted due to intrinsi… | INF:\tZero trip test thwarted due to EH\n | INF:\tZero trip test thwarted due to switch/e…	0	-
10b9ed91	25	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	7	1	2	0	-	0	-
10b9edaa	19	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	1	2	0	-	0	-
10b9edbd	13	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	0	3	0	-	0	-
10b9edca	15	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	3	0	-	0	-
10b9edd9	39	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	3	0	3	0	-	0	-
10b9ee00	39	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	4	0	3	0	-	0	-
10b9ee27	170	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	6	2	2	0	-	0	-
10b9eed1	27	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	4	0	-	0	-
10b9eeec	257	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	7	2	0	-	0	-
10b9efed	97	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	6	2	0	-	0	-
10b9f04e	266	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	4	3	0	-	0	-
10b9f158	85	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	3	2	0	-	0	-
10b9f1ad	7	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	1	3	0	-	0	-
10b9f1b4	64	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	8	1	2	0	-	0	-
10b9f1f4	39	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	7	1	2	0	-	0	-
10b9f21b	25	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	2	0	-	0	-
10b9f234	25	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	2	0	-	0	-
10b9f24d	119	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	4	4	2	0	-	0	-
10b9f2c4	19	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	4	1	2	0	-	0	-
10b9f2d7	16	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	1	3	0	-	0	-
10b9f2e7	73	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	6	2	2	0	-	0	-
10b9f330	30	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	4	0	-	0	-
10b9f34e	48	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	11	1	3	0	-	0	-
10b9f37e	96	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	3	0	-	0	-
10b9f3de	153	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	3	0	-	0	-
10b9f477	236	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	9	1	0	-	0	-
10b9f563	832	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	9	1	0	-	0	-
10b9f8a3	106	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	2	2	0	-	0	-
10b9f90d	55	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	3	2	0	-	0	-
10b9f944	116	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	3	2	0	-	0	-
10b9f9b8	185	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	5	2	0	-	0	-
10b9fa71	206	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	5	2	0	-	0	-
10b9fb3f	553	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	3	3	0	-	0	-
10b9fd68	148	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	5	2	0	-	0	-
10b9fe1a	384	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	9	2	0	-	0	-
10b9ff9a	1309	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	14	2	0	-	8	PogoDbValueProbeOffset,PogoDbWriteBranchInfo,PogoDbWriteBranchInfoEnd
10ba0501	45	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	3	2	0	-	0	-
10ba052e	94	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	2	2	0	-	0	-
10ba058c	50	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	3	3	0	-	0	-
10ba05be	26	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	1	3	0	-	0	-
10ba05d8	18	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	3	1	2	0	-	0	-
10ba05ea	257	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	3	3	0	-	0	-
10ba06eb	106	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	10	3	2	0	-	0	-
10ba0755	102	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	6	1	0	-	0	-
10ba07bb	66	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	6	1	0	-	0	-
10ba07fd	200	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	16	7	2	0	-	0	-
10ba08c5	232	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	5	2	0	-	0	-
10ba09ad	12	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	2	4	0	-	0	-
10ba09b9	15	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	2	2	0	-	0	-
10ba09c8	82	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	3	2	0	-	0	-
10ba0a1a	434	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	13	2	0	-	0	-
10ba0bcc	202	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	8	2	0	-	0	-
10ba0c96	883	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	15	2	0	-	0	-
10ba1009	506	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	12	2	0	-	0	-
10ba1203	69	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	4	3	2	0	-	0	-
10ba1248	206	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	5	2	1	DmGetPgoModuleHandle	1	strstr
10ba1316	282	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	19	1	0	-	0	-
10ba1430	1417	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	3	29	1	0	-	0	-
10ba19b9	628	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	2	19	1	4	ERR:\t%s has been edited; Pogo disabled\n | INF:\t%s won't be profiled (too big)\n | ERR:\t%s was not probed; Pogo disabled\n	0	-
10ba1c2d	597	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	18	1	7	%s (linear flow)\n | INL:\tInlining %s (%d instrs) into  |  [normal inline]\n	0	-
10ba1e82	27	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	3	0	2	0	-	0	-
10ba1e9d	16	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	5	1	2	0	-	0	-
10ba1ead	29	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	0	3	0	-	0	-
10ba1eca	1368	ghidra	p2symtab.c	gap	section	P_SECTION.md	cited	medium	only-from:pgo-client	1	21	2	4	INF:\t%s won't be profiled (too big)\n | INF:\t%s won't be inlined (too big)\n | INF:\t%s is a redirector function\n	0	-
10ba2422	113	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	2	4	1	0	-	0	-
10ba2493	49	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	0	4	0	-	0	-
10ba24c4	845	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	2	2	0	-	11	PogoDbLookupFunctionRef,PogoDbSetLogicalModule,PogoDbWriteCallGraphCallee
10ba2811	75	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	1	0	2	0	-	0	-
10ba285c	32	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	0	1	0	-	0	-
10ba287c	63	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	1	0	2	0	-	0	-
10ba28bb	76	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	1	2	1	0	-	0	-
10ba2907	45	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	12	0	2	0	-	0	-
10ba2934	20	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	11	0	2	0	-	0	-
10ba2948	764	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	12	1	0	-	0	-
10ba2c44	181	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	2	2	0	-	3	PogoDbCloseFunction,PogoDbGetSymbolHashPrime,PogoDbGetSymtabRecord
10ba2cf9	24	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	6	0	2	0	-	1	PogoDbGetSymbolHashPrime
10ba2d11	683	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	6	2	0	-	4	PogoDbCloseCallGraph,PogoDbOpenCallGraph,PogoDbReadCallGraphCallee
10ba2fbc	183	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	3	2	0	-	0	-
10ba3073	649	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	10	1	10	WRN:\t%s (%s) won't be inlined\n | WRN:\t%s (%s) not profiled\n | inlining prohibited	2	PogoDbSetLogicalModuleFromName,PogoDbUpdateHistory
10ba32fc	383	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	2	9	2	4	WRN:\t%s not profiled (PPC EH/SEH)\n | WRN:\t%s has 'dangerous' inline asm, won't be… | WRN:\t%s not profiled (thunk)\n	0	-
10ba347b	109	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	7	1	0	-	1	PogoDbCloseFunction
10ba34e8	243	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	1	7	1	2	.text | \t%s to receive a thunk for intermodule calls…	0	-
10ba35db	242	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	high	pgo-client	1	5	2	0	-	1	PogoDbCloseFunction
10ba36cd	227	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	medium	only-from:pgo-client	1	2	2	3	; %s probes | ; Start path val (opt) %u; Start path val (in… | %s (%d instrs)	0	-
10ba37b0	29	ghidra	p2symtab.c	gap	section	P_SECTION.md	none	mech	-	1	2	1	0	-	0	-
10ba37cd	553	ghidra	pogocg.c	in-anchor	-	-	none	high	pgo-client	1	9	1	4	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\po… | %u call graph paths before duplication\n | Warning: Too many paths from %s; cutting call…	2	PogoDbReadModuleChecksum,PogoDbWriteModuleChecksum
10ba39f7	549	ghidra	pogocg.c	gap	-	-	none	medium	only-from:pgo-client	1	14	1	3	\n%u call graph paths after duplication\n\n | \t%s (IMPORT) to be instantiated for internal… | INF:\t%s (redirector) is always inline by tra…	0	-
10ba3c1c	137	ghidra	pogocg.c	gap	-	-	none	mech	-	2	3	2	0	-	0	-
10ba3ca5	43	ghidra	pogocg.c	gap	-	-	none	mech	-	4	1	1	0	-	0	-
10ba3cd0	12	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10ba3cdc	22	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10ba3cf2	245	ghidra	pogocg.c	gap	-	-	none	medium	only-from:pgo-client	1	5	2	0	-	0	-
10ba3de7	689	ghidra	pogocg.c	gap	-	-	none	mech	-	1	13	2	0	-	0	-
10ba4098	113	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10ba4109	183	ghidra	pogocg.c	gap	-	-	none	mech	-	2	6	2	0	-	0	-
10ba41c0	750	ghidra	pogocg.c	gap	-	-	none	mech	-	4	5	2	0	-	0	-
10ba44ae	33	ghidra	pogocg.c	gap	-	-	none	mech	-	5	0	3	0	-	0	-
10ba44cf	139	ghidra	pogocg.c	gap	-	-	none	mech	-	2	1	3	0	-	0	-
10ba455a	1477	ghidra	pogocg.c	gap	-	-	none	mech	-	2	7	2	0	-	0	-
10ba4b1f	271	ghidra	pogocg.c	gap	-	-	none	mech	-	2	5	2	0	-	0	-
10ba4c2e	785	ghidra	pogocg.c	gap	-	-	none	mech	-	1	5	3	0	-	0	-
10ba4f3f	537	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	3	0	-	0	-
10ba5158	368	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10ba52c8	270	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10ba53d6	307	ghidra	pogocg.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10ba5509	83	ghidra	pogocg.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10ba555c	207	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10ba562b	136	ghidra	pogocg.c	gap	-	-	none	mech	-	3	3	2	0	-	0	-
10ba56b3	89	ghidra	pogocg.c	gap	-	-	cited	mech	-	1	2	1	0	-	0	-
10ba570c	36	ghidra	pogocg.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10ba5730	60	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	3	0	-	0	-
10ba576c	118	ghidra	pogocg.c	gap	-	-	none	mech	-	1	6	2	0	-	0	-
10ba57e2	61	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10ba581f	267	ghidra	pogocg.c	gap	-	-	none	mech	-	1	0	4	0	-	0	-
10ba592a	32	ghidra	pogocg.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10ba594a	284	ghidra	pogocg.c	gap	-	-	none	mech	-	1	3	2	0	-	0	-
10ba5a66	245	ghidra	pogocg.c	gap	-	-	none	mech	-	6	2	2	0	-	0	-
10ba5b5b	73	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10ba5ba4	237	ghidra	pogocg.c	gap	-	-	none	mech	-	1	3	2	0	-	0	-
10ba5c91	66	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10ba5cd3	230	ghidra	pogocg.c	gap	-	-	none	mech	-	1	7	2	0	-	0	-
10ba5db9	54	ghidra	pogocg.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10ba5def	199	ghidra	pogocg.c	gap	-	-	none	mech	-	2	3	2	0	-	0	-
10ba5eb6	55	ghidra	pogocg.c	gap	-	-	none	mech	-	2	2	2	1	OPT:\t%s  Before: %I64d  After: %I64d\n	0	-
10ba5eed	466	ghidra	pogocg.c	gap	-	-	none	mech	-	1	4	2	0	-	0	-
10ba60bf	16	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10ba60cf	165	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10ba6174	79	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10ba61c3	19	ghidra	pogocg.c	gap	-	-	none	mech	-	4	0	2	0	-	0	-
10ba61d6	678	ghidra	pogocg.c	gap	-	-	none	mech	-	1	8	2	0	-	0	-
10ba647c	179	ghidra	pogocg.c	gap	-	-	none	mech	-	1	3	3	0	-	0	-
10ba652f	97	ghidra	pogocg.c	gap	-	-	none	mech	-	1	4	2	0	-	0	-
10ba6590	726	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10ba6866	1511	ghidra	pogocg.c	gap	-	-	none	high	pgo-client	1	11	2	1	<Indirect Call>	12	PogoDbLookupFunctionRef,PogoDbWriteFlowGraphCall,PogoDbWriteFlowGraphCond
10ba6e4d	577	ghidra	pogocg.c	gap	-	-	none	mech	-	1	6	2	0	-	0	-
10ba708e	1196	ghidra	pogocg.c	gap	-	-	none	mech	-	3	2	2	0	-	0	-
10ba753a	357	ghidra	pogocg.c	gap	-	-	none	mech	-	2	1	3	0	-	0	-
10ba769f	558	ghidra	pogocg.c	gap	-	-	none	mech	-	1	11	2	0	-	0	-
10ba78cd	66	ghidra	pogocg.c	gap	-	-	none	mech	-	1	4	3	0	-	0	-
10ba790f	772	ghidra	pogocg.c	gap	-	-	none	mech	-	1	5	3	0	-	0	-
10ba7c13	235	ghidra	pogocg.c	gap	-	-	none	mech	-	1	4	3	0	-	0	-
10ba7cfe	346	ghidra	pogocg.c	gap	-	-	none	mech	-	1	6	2	0	-	0	-
10ba7e58	793	ghidra	pogocg.c	gap	-	-	none	mech	-	1	4	3	0	-	0	-
10ba8171	75	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	3	0	-	0	-
10ba81bc	502	ghidra	pogocg.c	gap	-	-	none	mech	-	1	5	2	0	-	0	-
10ba83b2	289	ghidra	pogocg.c	gap	-	-	none	mech	-	1	5	2	0	-	0	-
10ba84d3	19	ghidra	pogocg.c	gap	-	-	none	mech	-	1	2	3	0	-	0	-
10ba84e6	357	ghidra	pogocg.c	gap	-	-	none	mech	-	1	19	2	0	-	0	-
10ba864b	31	ghidra	pogocg.c	gap	-	-	none	mech	-	8	1	2	0	-	0	-
10ba866a	34	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10ba868c	50	ghidra	pogocg.c	gap	-	-	none	mech	-	2	0	3	0	-	0	-
10ba86be	37	ghidra	pogocg.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10ba86e3	26	ghidra	pogocg.c	gap	-	-	none	mech	-	2	0	3	0	-	0	-
10ba86fd	27	ghidra	pogocg.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10ba8718	106	ghidra	pogocg.c	gap	-	-	none	high	pgo-client	1	1	2	0	-	2	PogoDbLookupId,PogoDbReadPartialInlinees
10ba8782	46	ghidra	pogocg.c	gap	-	-	none	mech	-	2	3	2	0	-	0	-
10ba87b0	66	ghidra	pogocg.c	gap	-	-	none	mech	-	2	0	3	0	-	0	-
10ba87f2	1090	ghidra	pogoinline.c	in-anchor	-	-	none	medium	only-from:pgo-client	1	11	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\po…	0	-
10ba8c34	33	ghidra	pogoinline.c	in-anchor	-	-	none	medium	only-from:pgo-client	2	1	2	0	-	0	-
10ba8c55	87	ghidra	pogoinline.c	in-anchor	-	-	none	medium	only-from:pgo-client	1	3	1	0	-	0	-
10ba8cac	138	ghidra	pogoinline.c	in-anchor	-	-	none	medium	only-from:pgo-client	1	3	1	0	-	0	-
10ba8d36	354	ghidra	pogoinline.c	in-anchor	-	-	none	high	pgo-client	1	5	2	0	-	3	PogoDbCloseCallGraph,PogoDbReadCallGraphCallee,PogoDbReadCallGraphNode
10ba8e98	204	ghidra	pogoinline.c	in-anchor	-	-	none	mech	-	1	6	2	0	-	0	-
10ba8f64	57	ghidra	pogoinline.c	in-anchor	-	-	none	high	pgo-client	2	1	2	0	-	2	PogoDbLookupId,PogoDbReadPartialInlinees
10ba8f9d	237	ghidra	pogoinline.c	in-anchor	-	-	none	mech	-	2	4	3	0	-	0	-
10ba908a	95	ghidra	pogoinline.c	in-anchor	-	-	none	mech	-	2	3	2	0	-	0	-
10ba90e9	889	ghidra	pogoinline.c	in-anchor	-	-	none	mech	-	1	14	2	0	-	0	-
10ba9462	126	ghidra	pogoinline.c	in-anchor	-	-	none	mech	-	1	5	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\po…	0	-
10ba94e1	87	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	5	1	0	-	0	-
10ba9538	422	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	14	2	0	-	0	-
10ba96de	437	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	6	2	0	-	0	-
10ba9893	237	ghidra	pogoinline.c	gap	-	-	none	high	pgo-client	2	6	2	0	-	2	PogoDbLookupId,PogoDbReadPartialInlinees
10ba9980	297	ghidra	pogoinline.c	gap	-	-	none	mech	-	1	11	2	0	-	0	-
10ba9aa9	41	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	2	1	2	0	-	0	-
10ba9ad2	305	ghidra	pogoinline.c	gap	-	-	none	mech	-	1	4	2	0	-	0	-
10ba9c03	253	ghidra	pogoinline.c	gap	-	-	none	mech	-	2	7	1	0	-	0	-
10ba9d00	34	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	0	2	0	-	0	-
10ba9d22	364	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	12	1	0	-	0	-
10ba9e8e	222	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	5	2	0	-	0	-
10ba9f6c	275	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	2	1	0	-	0	-
10baa07f	51	ghidra	pogoinline.c	gap	-	-	none	mech	-	4	1	2	0	-	0	-
10baa0b2	307	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	6	2	0	-	0	-
10baa1e5	423	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	9	1	0	-	0	-
10baa38c	221	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	7	1	0	-	0	-
10baa469	65	ghidra	pogoinline.c	gap	-	-	none	mech	-	5	2	1	0	-	0	-
10baa4aa	1351	ghidra	pogoinline.c	gap	-	-	none	mech	-	2	23	1	0	-	0	-
10baa9f1	337	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	12	1	0	-	0	-
10baab42	193	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	4	2	0	-	0	-
10baac03	56	ghidra	pogoinline.c	gap	-	-	none	mech	-	2	1	2	0	-	0	-
10baac3b	115	ghidra	pogoinline.c	gap	-	-	none	mech	-	1	0	5	0	-	0	-
10baacae	86	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	2	0	4	0	-	0	-
10baad04	101	ghidra	pogoinline.c	gap	-	-	none	mech	-	1	0	4	0	-	0	-
10baad69	19	ghidra	pogoinline.c	gap	-	-	none	mech	-	4	1	3	0	-	0	-
10baad7c	45	ghidra	pogoinline.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10baada9	15	ghidra	pogoinline.c	gap	-	-	none	mech	-	2	1	4	0	-	0	-
10baadb8	299	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	4	3	0	-	0	-
10baaee3	99	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	1	3	0	-	0	-
10baaf46	153	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	0	3	0	-	0	-
10baafdf	295	ghidra	pogoinline.c	gap	-	-	none	medium	only-from:pgo-client	1	1	2	0	-	0	-
