# Diagnostic text from 1033/clui.dll's RT_STRING table — the number->text
# dictionary for c2.dll, which itself holds only the numbers. NOT disassembly:
# this is text the compiler prints, i.e. observable output. Generated by
# docs/whitebox/scripts/build_diagnostics.py; do not hand-edit.
id	code	text
3365	C3365	operator '%$L' : differing operands of type '%$T' and '%$T'
3366	C3366	'%$S' : static data members of managed types must be defined within the class definition
3367	C3367	'%$S' : cannot use static function to create an unbound delegate
3368	C3368	'%$D' : invalid calling convention for IDL
3369	C3369	'%$I': idl_module already defined
3370	C3370	'%$I': idl_module not yet defined
3371	C3371	'idl_module': only the 'name' property is allowed here
3372	C3372	must specify at least 1 interface for attribute '%s' on a coclass
3373	C3373	attribute '%s' takes no arguments except on a coclass
3374	C3374	can't take address of '%$S' unless creating delegate instance
3375	C3375	'%$I' : ambiguous delegate function
3379	C3379	'%$S' : a nested class cannot have an assembly access specifier as part of its declaration
3380	C3380	'%$S' : invalid assembly access specifier - only 'public' or 'private' are allowed
3381	C3381	'%$S' : assembly access specifiers are only available in code compiled with a /clr option
3382	C3382	'sizeof' is not supported with /clr:safe
3383	C3383	'operator new' is not supported with /clr:safe
3384	C3384	'%$S' : the value constraint and the ref constraint are mutually exclusive
3385	C3385	'%$S' : a function that has a DllImport custom attribute cannot return an instance of a class
3386	C3386	'%$S' : __declspec(dllexport)/__declspec(dllimport) cannot be applied to a managed type
3387	C3387	'%$I' : __declspec(dllexport)/__declspec(dllimport) cannot be applied to a member of a managed type
3388	C3388	'%$L' : not allowed as a constraint, assuming '%$L' to continue parsing
3389	C3389	__declspec(%s) cannot be used with /clr:pure or /clr:safe
3390	C3390	'%$T' : invalid type argument for generic parameter '%$S' of generic '%$pS', must be a reference type
3391	C3391	'%$T' : invalid type argument for generic parameter '%$S' of generic '%$pS', must be a non-nullable value type
3392	C3392	'%$T' : invalid type argument for generic parameter '%$S' of generic '%$pS', must have a public parameterless constructor
3393	C3393	syntax error in constraint clause: '%$I' is not a type
3394	C3394	syntax error in constraint clause: found '%$L' expected a type
3395	C3395	'%$S' : __declspec(dllexport) cannot be applied to a function with the __clrcall calling convention
3396	C3396	'%s.%s' : custom attribute not found in '%s'
3397	C3397	Aggregate initialization is not allowed in default arguments
3398	C3398	'%$L' : cannot convert from '%$T' to '%$T'. Source expression must be a function symbol
3399	C3399	'%$T' : cannot provide arguments when creating an instance of a generic parameter
3400	C3400	circular constraint dependency involving '%$S' and '%$S'
3402	C3402	'%s': cannot resolve overload except in the current scope
3404	C3404	'%s': unexpected syntax error
3405	C3405	'%s': cannot resolve overload without complete descriptor
3408	C3408	'%$S': attribute is not allowed on template definitions
3409	C3409	empty attribute block is not allowed
3412	C3412	'%$S' : cannot specialize template in current scope
3413	C3413	'%$S' : invalid explicit instantiation
3414	C3414	'%$S' : imported member function can't be defined
3415	C3415	multiple '%$pS' sections found with different attributes ('0x%x')
3416	C3416	'%$S' : an explicit specialization may not be explicitly instantiated
3417	C3417	'%$D' : value types cannot contain user-defined special member functions
3418	C3418	access specifier '%$L %$L:' is not supported
3419	C3419	'%$S' : a destructor in a managed class cannot be virtual
3420	C3420	'%$S' : a finalizer cannot be virtual
3421	C3421	'%$S' : you cannot call the finalizer for this class as it is either inaccessible or it does not exist
3450	C3450	'%$pS': not an attribute; cannot specify [System::AttributeUsageAttribute]
3451	C3451	'%$pS': cannot apply unmanaged attribute to '%$S'
3452	C3452	list argument member not constant
3453	C3453	'%$S': attribute not applied because qualifier '%s' did not match
3454	C3454	[attribute] not allowed on class declaration
3455	C3455	'%$S': none of the attribute constructors matched the arguments
3456	C3456	[source_annotation_attribute] not allowed on managed class declaration
3457	C3457	'%$S': attribute does not support unnamed arguments
3458	C3458	'[%$S]': attribute '[%$S]' already specified for '%$S'
3459	C3459	'[%$S]': attribute allowed only on class indexer (default indexed property)
3460	C3460	'%$T': only a user-defined type can be forwarded
3461	C3461	'%$S': only a managed type can be forwarded
3462	C3462	'%$S': only an imported type can be forwarded
3463	C3463	'%$T': type not allowed in attribute 'implements'
3464	C3464	'%$S' a nested type cannot be forwarded
3465	C3465	to use type '%$S' you must reference the assembly '%$I'
3466	C3466	'%$S' : a specialization of a generic class cannot be forwarded
3467	C3467	'%$S' : this type has already been forwarded
3468	C3468	'%$S' : you can only forward a type to an assembly:%$N\t'%s' is not an assembly
3469	C3469	'%$S' : a generic class cannot be forwarded
3470	C3470	'%$S' : a class cannot have both an indexer (default indexed property) and an operator[]
3477	C3477	a lambda cannot appear in an unevaluated context
3478	C3478	'%$S' : an array cannot be captured by-value
3479	C3479	SAL annotations on lambdas are not supported
3480	C3480	'%$S': a lambda capture variable must be from an enclosing function scope
3481	C3481	'%$I': lambda capture variable not found
3482	C3482	'this' can only be used as a lambda capture within a non-static member function
3483	C3483	'%$I' is already part of the lambda capture list
3484	C3484	syntax error: expected '->' before the return type
3485	C3485	a lambda definition cannot have any cv-qualifiers
3486	C3486	a parameter for a lambda cannot have a default argument
3488	C3488	'&%$I' is not allowed when the default capture mode is by-reference
3489	C3489	'&%$I' is required when the default capture mode is by-value
3490	C3490	'%$I' cannot be modified because it is being accessed through a const object
3491	C3491	'%$I': a by-value capture cannot be modified in a non-mutable lambda
3492	C3492	'%$I': you cannot capture a member of an anonymous union
3493	C3493	'%$I' cannot be implicitly captured because no default capture mode has been specified
3495	C3495	'%$S': a lambda capture must have automatic storage duration
3496	C3496	'this' is always captured by value: '&' ignored
3497	C3497	you cannot construct an instance of a lambda
3498	C3498	'%$S': you cannot capture a variable that has a managed type
3499	C3499	a lambda that has been specified to have a void return type cannot return a value
3500	C3500	invalid ProgID '%s'
3501	C3501	there is no typelib registered for ProgID '%s'
3502	C3502	cannot obtain LIBID for ProgID '%s'
3504	C3504	cannot create GUID from string '%s'
3505	C3505	cannot load type library '%s'
3506	C3506	there is no typelib registered for LIBID '%s'
3507	C3507	a ProgID can have no more than 39 characters '%s'; nor contain any punctuation apart from '.'; nor start with a digit
3508	C3508	'%$T': is not a valid Automation type
3509	C3509	'%$T': invalid Automation return type; when a parameter is marked 'retval', the return type must be 'void', 'HRESULT' or 'SCODE'
3510	C3510	cannot locate dependent type library %s
3519	C3519	'%s' : invalid parameter to embedded_idl attribute
3530	C3530	'auto' cannot be combined with any other type-specifier
3531	C3531	'%$I': a symbol whose type contains 'auto' must have an initializer
3532	C3532	the element type of an array cannot be a type that contains 'auto'
3533	C3533	'%$T': a parameter cannot have a type that contains 'auto'
3534	C3534	a 'new expression' whose type contains 'auto' must have an initializer
3535	C3535	cannot deduce type for '%$T' from '%$T'
3536	C3536	'%$S': cannot be used before it is initialized
3537	C3537	'%$T': you cannot cast to a type that contains 'auto'
3538	C3538	in a declarator-list 'auto' must always deduce to the same type
3539	C3539	'%$T': a template-argument cannot be a type that contains 'auto'
3540	C3540	'%$T': sizeof cannot be applied to a type that contains 'auto'
3541	C3541	'%$T': typeid cannot be applied to a type that contains 'auto'
3542	C3542	'%$T': a user-defined conversion operator cannot be defined to a type that contains 'auto'
3550	C3550	'%$T': only plain 'auto' is allowed as a function return type
3551	C3551	expected a trailing return type
3552	C3552	'%$T': a trailing return type cannot contain 'auto'
3553	C3553	decltype expects an expression not a type
3554	C3554	'decltype' cannot be combined with any other type-specifier
3555	C3555	incorrect argument to 'decltype'
3556	C3556	'%$S': incorrect argument to 'decltype'
3557	C3557	a function cannot have both a return type and a late-specified return type
3558	C3558	'%$T': a lambda return type cannot contain 'auto'
3603	C3603	'%$S': type '%$T' not yet supported
3604	C3604	'%$S': can only create a managed object on the gc heap
3609	C3609	'%$S': a sealed function must be virtual
3610	C3610	'%$S': value type must be 'boxed' before method '%$S' can be called
3611	C3611	'%$S': a sealed function cannot have a pure-specifier
3612	C3612	'%$S': a sealed class cannot have any pure virtual methods
3616	C3616	'%d': a size cannot be specified in a __gc array declaration
3618	C3618	'%$D': a method marked DllImport cannot be defined
3619	C3619	a template cannot be declared within a managed type
3622	C3622	'%$pS': a class declared as '%$L' cannot be instantiated
3623	C3623	'%$S': bit fields are not supported in managed types
3624	C3624	'%s': use of this type requires a reference to %$M '%$I'
3625	C3625	'%$S': an unmanaged type cannot derive from a managed type '%$pS'
3626	C3626	'%s': '%$L' keyword can only be used on COM interfaces, member functions and data members that are pointers to delegates
3627	C3627	Only a value type can be boxed
3628	C3628	'%$S': managed classes only support public inheritance
3630	C3630	error when processing the token '%$L'
3631	C3631	'%$*': cannot overload managed events
3632	C3632	'%$D': illegal style of event for %$M
3633	C3633	cannot define '%$I' as a member of managed '%$S'
3634	C3634	'%$D' : cannot define an abstract method of a managed class
3637	C3637	'%$S' : a friend function definition cannot be a specialization of a function %$[TEMPLATE GENERIC]
3638	C3638	'%$S' : the standard boxing and unboxing conversion operators cannot be redefined
3640	C3640	'%$S' : a referenced or virtual member function of a local class must be defined
3641	C3641	'%$S' : invalid calling convention '%s' for function compiled with /clr:pure or /clr:safe
3642	C3642	'%$*' : cannot call a function with __clrcall calling convention from native code
3644	C3644	'%$S' : cannot compile the function to generate managed code
3645	C3645	'%$S' : __clrcall cannot be used on functions compiled to native code
3646	C3646	'%$I' : unknown override specifier
3648	C3648	this explicit override syntax requires /clr:oldSyntax
3650	C3650	'%$pS' : cannot be used as an explicit override, must be a virtual member function of a base class
3651	C3651	'%$pS' : cannot be used as an explicit override, must be a member of a base class
3652	C3652	'%$pS' : a function that explicitly overrides must be virtual
3653	C3653	'%$I' : cannot be used as a named override: a function being overridden not found; did you forget to name the function explicitly, using a :: operator?
3654	C3654	'%$L' : syntax error in explicit override
3655	C3655	'%$pS' : function already explicitly overridden
3656	C3656	'%$L' : override specifier cannot be repeated
3657	C3657	a %$[FINALIZER DTOR] cannot explicitly override or be explicitly overridden
3658	C3658	'%$I' : override specifier not allowed with /clr:oldSyntax
3661	C3661	explicit override list did not find any methods to override
3662	C3662	'%$S' : override specifier '%$L' only allowed on member functions of managed classes
3665	C3665	'%$S' : override specifier '%$L' not allowed on a %$[FINALIZER DTOR]
3666	C3666	'%$S' : override specifier '%$L' not allowed on a constructor
3668	C3668	'%$S' : method with override specifier 'override' did not override any base class methods
3669	C3669	'%$S' : override specifier 'override' not allowed on static member functions or constructors
3670	C3670	'%$S' : cannot override inaccessible base class method '%$S'
3671	C3671	'%$S' : function does not override '%$S'
3672	C3672	pseudo-destructor expression can only be used as part of a function call
3673	C3673	'%$S' : class does not have a copy-constructor
3675	C3675	'%$S' : is reserved because '%$S' is defined
3697	C3697	'%$L' : cannot use this qualifier on '^'
3698	C3698	'%$T' : cannot use this type as argument of '%$M'
3699	C3699	'%$t' : cannot use this indirection on type '%$T'
3701	C3701	'%$S': event source has no events
3702	C3702	ATL is required for COM events
3703	C3703	'%$pD': an event handler method must have the same storage class as the source '%$pD'
3704	C3704	'%$pS': a vararg method cannot fire events
3705	C3705	'%s': cannot find eventing interface
3706	C3706	'%s': must be a COM interface to fire COM events
3707	C3707	'%$pS': dispinterface method must have a dispid
3708	C3708	'%s': improper use of '%$L'; must be a member of a compatible event source
3709	C3709	'%s': improper syntax for specifying event in __hook/__unhook
3710	C3710	'%s': improper syntax for specifying event handler in __hook/__unhook
3711	C3711	'%$D': a non-managed event source method must return void or an integral type
3712	C3712	'%$pD': an event handler method must return the same type as the source '%$pD'
3713	C3713	'%$pS': an event handler method must have the same function parameters as the source '%$pS'
3714	C3714	'%$pD': an event handler method must have the same calling convention as the source '%$pD'
3715	C3715	'%s': must be a pointer to '%$T'
3717	C3717	'%$pS': a method that fires events cannot be defined
3718	C3718	can only call '__%s' in the context of a member function of the receiving class
3719	C3719	'%$pS': an interface based event source can only be used for COM events
3720	C3720	'%$pS': can only implement IDispatch on a dual or dispinterface
3721	C3721	'%$pD': incompatible signature for event
3722	C3722	a generic event is not allowed
3723	C3723	'%$pS': could not resolve event
3724	C3724	must #include <windows.h> to use multi-threading with events
3725	C3725	must #include <atlevents.h> to use events
3727	C3727	'%$D': a managed event must be a member function or a data member that is a pointer to a delegate
3728	C3728	'%$D': event does not have a raise method
3730	C3730	'%$D': an event must have both an add and a remove method
3731	C3731	incompatible event '%$D' and handler '%$D'; event source and event handler must have the same event type
3732	C3732	'%$pS': a custom interface that fires COM events cannot inherit from IDispatch
3733	C3733	'%$*': improper syntax for specifying a COM event; did you forget '__interface'?
3734	C3734	'%$pS': a managed class cannot be a coclass
3736	C3736	'%$pS': must be a method or, in the case of managed events, optionally a data member
3737	C3737	'%$I': a delegate may not have an explicit calling convention
3738	C3738	'%s': the calling convention of the explicit instantiation must match that of the template being instantiated
3739	C3739	'%s': syntax is only supported when the 'layout_dependent' parameter of event_receiver is true
3740	C3740	'%$pS': templates cannot source or receive events
3741	C3741	'%$S': must be a coclass when the 'layout_dependent' parameter of event_receiver is true
3743	C3743	can only hook/unhook an entire interface when the 'layout_dependent' parameter of event_receiver is true
3744	C3744	__unhook must have at least 3 arguments for managed events
3745	C3745	'%$D': only an event can be 'raised'
3747	C3747	missing default %$[TEMPLATE GENERIC] parameter : parameter %d
3748	C3748	'%$S': unmanaged interfaces may not fire events
3749	C3749	'%$pS': a custom attribute may not be used inside a function
3752	C3752	'%s': cannot classify attribute; '%s' should not be used in this context
3753	C3753	a generic property is not allowed
3754	C3754	delegate constructor: member function '%$S' cannot be called on an instance of type '%$T'
3755	C3755	'%$I': a delegate may not be defined
3756	C3756	'%$pS': delegate definition conflicts with an existing symbol
3760	C3760	please use __property keyword to declare property in managed '%$S'
3761	C3761	'%$pD': 'retval' can only appear on the last argument of a function
3762	C3762	unable to process attribute '%s'
3763	C3763	'%$T': 'retval' and 'out' can only appear on a data-pointer type
3764	C3764	'%$S': cannot override base class method '%$S'
3765	C3765	'%$D': cannot define an event in a class/struct '%$pS' marked as an event_receiver
3766	C3766	'%$S' must provide an implementation for the interface method '%$pD'
3767	C3767	'%$*': candidate function(s) not accessible
3768	C3768	cannot take the address of a virtual vararg function in pure managed code
3769	C3769	'%$I' : a nested class cannot have the same name as the immediately enclosing class
3771	C3771	'%$I' : friend declaration cannot be found in the nearest namespace scope
3772	C3772	'%$S' : invalid friend template declaration
3797	C3797	'%$L': event declaration cannot have override specifier (should be placed on event add/remove/raise methods instead)
3798	C3798	'%$L': property declaration cannot have override specifier (should be placed on property get/set methods instead)
3799	C3799	indexed property cannot have an empty parameter list
3800	C3800	'%$pD': cannot mix properties and events
3802	C3802	'%$I': invalid name for a property
3803	C3803	'%$pD': property has a type which is incompatible with one of its accessors '%$pD'
3804	C3804	'%$pS': the accessor methods for a property must either be all static or all non-static
3805	C3805	'%$L': unexpected token, expected either '}' or a ','
3807	C3807	'%$S' : a class with the ComImport attribute cannot derive from '%$S', only interface implementation is allowed
3808	C3808	'%$S' : a class with the ComImport attribute cannot define member '%$S', only abstract or dllimport functions are allowed
3809	C3809	'%$S': a managed type cannot have any friend functions/classes/interfaces
3811	C3811	property methods '%$pS' and '%$pS' must agree on their 'static' specifier
3812	C3812	'__property' must be the first token in a property declaration
3813	C3813	a property declaration can only appear within the definition of a managed type
3814	C3814	'%$pD': this member cannot co-exist with a property of the same name
3815	C3815	return type of method '%$pS' must match type of the last parameter of a setter
3816	C3816	'%$B %$pS' was previously declared or defined with a different managed modifier
3817	C3817	'%$S': property can only be applied to a function
3818	C3818	array property declaration '%$pS' shall not overload an index property '%$pS'
3819	C3819	wrong number of parameters in '%$D'
3820	C3820	'%$S': initializers must be managed
3821	C3821	'%$*': managed type or function cannot be used in an unmanaged function
3822	C3822	'%$I': name of the property method must start with 'get_' or 'set_'
3823	C3823	'%$L': storage class modifier can only be applied to a pointer
3824	C3824	'%$T': this type cannot appear in this context (function parameter, return type, or a static member)
3825	C3825	'%$S': a managed class can only support managed events
3826	C3826	'%$*': declaring pinned formal parameters is illegal
3828	C3828	'%$S': placement arguments not allowed while creating instances of managed classes
3830	C3830	'%$S': cannot inherit from '%$S', value types can only inherit from %$^[GC_INTERFACES INTERFACE_CLASSES]
3831	C3831	'%$I': '%$S' cannot have a pinned data member or a member function returning a pinning pointer
3832	C3832	'%s': type library looks as if it was built for 32-bit pointers; please change the 'ptrsize' qualifier
3833	C3833	'%$T' : invalid target type for %$I
3834	C3834	illegal explicit cast to a pinning pointer; use a pinned local variable instead
3836	C3836	a static constructor is not allowed to have a member initializer list
3838	C3838	cannot inherit from '%$S'
3839	C3839	cannot change alignment in a managed type
3840	C3840	declaration of '%$D' not allowed; use destructors to implement finalization
3841	C3841	illegal delete expression: managed type '%$S' does not have a destructor defined
3842	C3842	'%$I': 'const' and 'volatile' qualifiers on member functions of managed types are not supported
3844	C3844	'%$I': cannot import symbol from '%s': as '%$pS' already exists in the current scope
3845	C3845	'%$S': only static data members can be initialized inside a %$^[GC_CLASS REF_CLASS] or value type
3846	C3846	'%$I': cannot import symbol from '%s': as '%$pS' has already been imported from another assembly '%s'
3848	C3848	expression having type '%$T' would lose some const-volatile qualifiers in order to call '%$*'
3849	C3849	function-style call on an expression of type '%$T' would lose const and/or volatile qualifiers for all %d available operator overloads
3850	C3850	'%s': a universal-character-name specifies an invalid character
3851	C3851	'%s': a universal-character-name cannot designate a character in the basic character set
3852	C3852	'%$S' having type '%$T': aggregate initialization could not initialize this member
3853	C3853	'=': re-initializing a reference or assignment through a reference-to-function is illegal
3854	C3854	expression to left of '=' evaluates to a function. Cannot assign to a function (a function is not an l-value)
3855	C3855	'%$S': %$[TEMPLATE GENERIC] parameter '%$I' is incompatible with the declaration
3856	C3856	'%$S': class is not a class %$[TEMPLATE GENERIC]
3857	C3857	'%$S': multiple %$[TEMPLATE GENERIC] parameter lists are not allowed
3858	C3858	'%$pS': cannot be redeclared in current scope
3859	C3859	virtual memory range for PCH exceeded; please recompile with a command line option of '-Zm%d' or greater
3860	C3860	%$[TEMPLATE GENERIC] argument list following class %$[TEMPLATE GENERIC] name must list parameters in the order used in %$[TEMPLATE GENERIC] parameter list
3861	C3861	'%$I': identifier not found
3862	C3862	'%$S': cannot compile an unmanaged function with /clr:pure or /clr:safe
3865	C3865	'%$L' : can only be used on native member functions
3866	C3866	%$[FINALIZER DTOR] call missing argument list
3867	C3867	'%$S': function call missing argument list; use '&%$S' to create a pointer to member
3868	C3868	'%$S': constraints on generic parameter '%$I' differ from those on the declaration
3869	C3869	gcnew constraint is missing empty parameter list '()'
3872	C3872	'0x%x': this character is not allowed in an identifier
3874	C3874	return type of '%$I' should be '%$M' instead of '%$T'
3879	C3879	'%$S' : cannot be an initonly data member
3880	C3880	'%$S' : cannot be a literal data member
3883	C3883	'%$S' : an initonly static data member must be initialized
3886	C3886	'%$S' : a literal data member must be initialized
3887	C3887	'%$S' : the initializer for a literal data member must be a constant expression
3888	C3888	'%$S' : the const expression associated with this literal data member is not supported by C++/CLI
3890	C3890	'%$S' : you cannot take the address of a literal data member
3891	C3891	'%$S' : a literal data member cannot be used as a l-value
3892	C3892	'%$S' : you cannot assign to a variable that is const
3893	C3893	'%$S' : l-value use of initonly data member is only allowed in an instance constructor of class '%$S'
3894	C3894	'%$S' : l-value use of initonly static data member is only allowed in the class constructor of class '%$S'
3895	C3895	'%$S' : %$L data members cannot be 'volatile'
3896	C3896	'%$S' : improper initializer: this literal data member can only be initialized with 'nullptr'
3897	C3897	'%$S' : only static initonly data members can have an initializer expression
3898	C3898	'%$S' : %$L data members can only be members of managed types
3899	C3899	'%$S' : l-value use of initonly data member is not allowed directly within a parallel region in class '%$S'
3900	C3900	'%$S': not allowed in current scope
3901	C3901	'%$I': must have return type '%$T'
3902	C3902	'%$I': type of last parameter must be '%$T'
3903	C3903	'%$S': does not have set or get method
3904	C3904	'%$S': must specify %d parameter(s)
3905	C3905	unaligned accesses are not supported for intrinsic type '%s'
3908	C3908	access level less restrictive than that of '%$pS'
3909	C3909	a managed event declaration must occur in a managed type
3910	C3910	'%$S': must define member '%$I'
3911	C3911	'%$S': function must have type '%$T'
3912	C3912	'%$S': type of event must be a delegate type
3913	C3913	a default property must be indexed
3914	C3914	a default property cannot be static
3915	C3915	'%$pS' has no default indexed property (class indexer)
3917	C3917	'%$L': obsolete %s declaration style (did you mean to use '[' ']' instead?)
3918	C3918	usage requires '%$pS' to be a data member
3919	C3919	'%$S': function must have type 'void (%$T)'
3920	C3920	'%$S' : cannot define a postfix increment/decrement CLR operator%$N\tCalling the postfix CLR operator will call the corresponding prefix CLR operator (op_Increment/op_Decrement), but with postfix semantics
3921	C3921	Use of S-prefixed strings requires /clr:oldSyntax command line option
3923	C3923	'%$S' : local class, struct or union definitions are not allowed in a member function of a managed class
3924	C3924	error in argument #%d of delegate constructor call '%$S':
3999	C3999	UNKNOWN ERROR %$N Please choose the Technical Support command on the Visual C++ %$N Help menu, or open the Technical Support help file for more information
4000	C4000	UNKNOWN WARNING%$N Please choose the Technical Support command on the Visual C++%$N Help menu, or open the Technical Support help file for more information
4001	C4001	nonstandard extension 'single line comment' was used
4002	C4002	too many actual parameters for macro '%$I'
4003	C4003	not enough actual parameters for macro '%$I'
4005	C4005	'%$I' : macro redefinition
4006	C4006	#undef expected an identifier
4007	C4007	'%$S' : must be '%$L'
4008	C4008	'%$S' : '%$L' attribute ignored
4010	C4010	single-line comment contains line-continuation character
4013	C4013	'%$I' undefined; assuming extern returning int
4015	C4015	'%$S' : type of bit field must be integral
4018	C4018	'%$L' : signed/unsigned mismatch
4019	C4019	empty statement at global scope
4020	C4020	'%s' : too many actual parameters
4022	C4022	'%s' : pointer mismatch for actual parameter %d
4023	C4023	'%s' : based pointer passed to unprototyped function : parameter %d
4024	C4024	'%s' : different types for formal and actual parameter %d
4025	C4025	'%s' : based pointer passed to function with variable arguments: parameter %d
4026	C4026	function declared with formal parameter list
4027	C4027	function declared without formal parameter list
4028	C4028	formal parameter %d different from declaration
4029	C4029	declared formal parameter list different from definition
4030	C4030	first formal parameter list longer than the second list
4031	C4031	second formal parameter list longer than the first list
4032	C4032	formal parameter %d has different type when promoted
4033	C4033	'%$S' must return a value
4034	C4034	sizeof returns 0
4035	C4035	'%$S' : no return value
4036	C4036	unnamed %s as actual parameter
4038	C4038	'%s' : illegal class modifier
4040	C4040	memory attribute on '%$S' ignored
4041	C4041	compiler limit : terminating browser output
4042	C4042	'%$S' : has bad storage class
4045	C4045	'%$S' : array bounds overflow
4047	C4047	'%$L' : '%$T' differs in levels of indirection from '%$T'
4048	C4048	different array subscripts : '%$T' and '%$T'
4049	C4049	compiler limit : terminating line number emission
4051	C4051	type conversion; possible loss of data
4052	C4052	function declarations different; one contains variable arguments
4053	C4053	one void operand for '?:'
4054	C4054	'%$L' : from function pointer '%$T' to data pointer '%$T'
4055	C4055	'%$L' : from data pointer '%$T' to function pointer '%$T'
4056	C4056	overflow in floating-point constant arithmetic
4057	C4057	'%$L' : '%$T' differs in indirection to slightly different base types from '%$T'
4060	C4060	switch statement contains no 'case' or 'default' labels
4061	C4061	enumerator '%$S' in switch of enum '%$pS' is not explicitly handled by a case label
4062	C4062	enumerator '%$S' in switch of enum '%$pS' is not handled
4063	C4063	case '%D' is not a valid value for switch of enum '%$pS'
4064	C4064	switch of incomplete enum '%$pS'
4065	C4065	switch statement contains 'default' but no 'case' labels
4066	C4066	characters beyond first in wide-character constant ignored
4067	C4067	unexpected tokens following preprocessor directive - expected a newline
4068	C4068	unknown pragma
4069	C4069	long double is the same precision as double
4073	C4073	initializers put in library initialization area
4074	C4074	initializers put in compiler reserved initialization area
4075	C4075	initializers put in unrecognized initialization area
4076	C4076	'%$L' : can not be used with type '%s'
4077	C4077	unknown check_stack option
4079	C4079	unexpected token '%$L'
4080	C4080	expected identifier for segment name; found '%$L'
4081	C4081	expected '%$L'; found '%$L'
4083	C4083	expected '%$L'; found identifier '%$I'
4085	C4085	expected pragma parameter to be 'on' or 'off'
4086	C4086	expected pragma parameter to be '1', '2', '4', '8', or '16'
4087	C4087	'%s' : declared with 'void' parameter list
4088	C4088	'%s' : pointer mismatch in actual parameter %d, formal parameter %d
4089	C4089	'%s' : different types in actual parameter %d, formal parameter %d
4090	C4090	'%$L' : different '%$L' qualifiers
4091	C4091	'%s' : ignored on left of '%$T' when no variable is declared
4092	C4092	sizeof returns 'unsigned long'
4094	C4094	untagged '%$B' declared no symbols
4096	C4096	'%$S': interface is not a COM interface; will not be emitted to IDL
4097	C4097	expected pragma parameter to be 'restore' or 'off'
4098	C4098	'%$S' : 'void' function returning a value
4099	C4099	'%$pS' : type name first seen using '%$L' now seen using '%$L'
4100	C4100	'%$S' : unreferenced formal parameter
4101	C4101	'%$S' : unreferenced local variable
4102	C4102	'%$S' : unreferenced label
4103	C4103	'%s' : alignment changed after including header, may be due to missing #pragma pack(pop)
4109	C4109	unexpected identifier '%$I'
4112	C4112	#line requires an integer between 1 and %d
4113	C4113	'%$T' differs in parameter lists from '%$T'
4114	C4114	same type qualifier used more than once
4115	C4115	'%$S' : named type definition in parentheses
4116	C4116	unnamed type definition in parentheses
4117	C4117	macro name '%$I' is reserved, '%s' ignored
4119	C4119	different bases '%$pS' and '%$pS' specified
4120	C4120	based/unbased mismatch
4121	C4121	'%$S' : alignment of a member was sensitive to packing
4122	C4122	'%$I' : alloc_text applicable only to functions with C linkage
4123	C4123	different base expressions specified
4124	C4124	__fastcall with stack checking is inefficient
4125	C4125	decimal digit terminates octal escape sequence
4127	C4127	conditional expression is constant
4129	C4129	'%c' : unrecognized character escape sequence
4130	C4130	'%$L' : logical operation on address of string constant
4131	C4131	'%$S' : uses old-style declarator
4132	C4132	'%$S' : const object should be initialized
4133	C4133	'%$L' : incompatible types - from '%$T' to '%$T'
4137	C4137	'%$S' : no return value from floating-point function
4138	C4138	'*/' found outside of comment
4141	C4141	'%s' : used more than once
4142	C4142	benign redefinition of type
4143	C4143	pragma 'same_seg' not supported; use __based allocation
4144	C4144	'%$L' : relational expression as switch expression
4145	C4145	'%$L' : relational expression as switch expression; possible confusion with '%$L'
4146	C4146	unary minus operator applied to unsigned type, result still unsigned
4150	C4150	deletion of pointer to incomplete type '%$pS'; no destructor called
4152	C4152	nonstandard extension, function/data pointer conversion in expression
4153	C4153	function/data pointer conversion in expression
4154	C4154	deletion of an array expression; conversion to pointer supplied
4155	C4155	deletion of an array expression without using the array form of 'delete'
4156	C4156	deletion of an array expression without using the array form of 'delete'; array form substituted
4157	C4157	pragma was ignored by C compiler
4158	C4158	assuming #pragma pointers_to_members(full_generality, %$M)
4159	C4159	#pragma %s(pop,...) : has popped previously pushed identifier '%$I'
4160	C4160	#pragma %s(pop,...) : did not find previously pushed identifier '%$I'
4161	C4161	#pragma %s(pop...) : more pops than pushes
4162	C4162	'%$I' : no function with C linkage found
4163	C4163	'%$I' : not available as an intrinsic function
4164	C4164	'%$I' : intrinsic function not declared
4165	C4165	'HRESULT' is being converted to 'bool'; are you sure this is what you want?
4166	C4166	illegal calling convention for constructor/destructor
4167	C4167	'%$I' : only available as an intrinsic function
4168	C4168	compiler limit : out of debugger types, delete program database '%s' and rebuild
4172	C4172	returning address of local variable or temporary
4174	C4174	'%s' : not available as a #pragma component
4175	C4175	#pragma component(browser, on) : browser info must initially be specified on the command line
4176	C4176	'%s' : unknown subcomponent for #pragma component browser
4177	C4177	#pragma '%s' should only be used at global scope or namespace scope
4178	C4178	case constant '%D' too big for the type of the switch expression
4179	C4179	'//*' : parsed as '/' and '/*': confusion with standard '//' comments
4180	C4180	qualifier applied to function type has no meaning; ignored
4181	C4181	qualifier applied to reference type; ignored
4182	C4182	#include nesting level is %d deep; possible infinite recursion
4183	C4183	'%$I': missing return type; assumed to be a member function returning 'int'
4185	C4185	ignoring unknown #%s attribute '%s'
4186	C4186	#%s attribute '%s' requires %d arguments; ignored
4187	C4187	#%$M attributes '%s' and '%s' are incompatible; both ignored
4188	C4188	constant expression is not integral
4189	C4189	'%$S' : local variable is initialized but not referenced
