# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_strings.py.
# Literals from c2.dll plus the functions that reference them. Do not paste
# any value into crates/ without a docs/whitebox/DISCLOSURE.md entry.
addr	section	len	nxref	xref_funcs	source	value
10b16a78	.text	37	2	10ba19b9,10ba1eca	ghidra	INF:\t%s won't be profiled (too big)\n
10b16aa0	.text	39	1	10ba19b9	ghidra	ERR:\t%s was not probed; Pogo disabled\n
10b16ac8	.text	60	1	10ba19b9	ghidra	ERR:\t%s has global optimizations turned off; Pogo defeated\n
10b16b04	.text	18	1	10ba1c2d	ghidra	 [normal inline]\n
10b16b18	.text	12	1	10ba1c2d	ghidra	 (path %u)\n
10b16b24	.text	17	1	10ba1c2d	ghidra	 [vcall inline]\n
10b16b38	.text	17	1	10ba1c2d	ghidra	 [force inline]\n
10b16b4c	.text	19	1	10ba1c2d	ghidra+raw	%s at call site %d
10b16b60	.text	36	1	10ba1eca	ghidra	INF:\t%s won't be inlined (too big)\n
10b16b84	.text	34	1	10ba1eca	ghidra	INF:\t%s is a redirector function\n
10b16ba8	.text	25	1	10ba1eca	ghidra	INF:\t%s has linear flow\n
10b16bc8	.text	31	1	10ba3073	ghidra	WRN:\t%s (%s) won't be inlined\n
10b16be8	.text	27	1	10ba3073	ghidra	WRN:\t%s (%s) not profiled\n
10b16c04	.text	20	2	10ba3073	ghidra+raw	inlining prohibited
10b16c18	.text	6	1	10ba3073	ghidra+raw	naked
10b16c20	.text	20	1	10ba3073	ghidra+raw	unreferenced import
10b16c34	.text	9	0		raw	INITKDBG
10b16c35	.text	8	1	10ba3073	ghidra	NITKDBG
10b16c40	.text	9	0		raw	INITPTGD
10b16c41	.text	8	1	10ba3073	ghidra	NITPTGD
10b16c4c	.text	16	2	10ba3073	ghidra+raw	.KeLowerIrql
10b16c5c	.text	16	2	10ba3073	ghidra+raw	.KfRaiseIrql
10b16c6c	.text	16	2	10ba3073	ghidra+raw	.KeRaiseIrql
10b16c7c	.text	35	1	10ba32fc	ghidra	WRN:\t%s not profiled (PPC EH/SEH)\n
10b16ca0	.text	55	1	10ba32fc	ghidra	WRN:\t%s has 'dangerous' inline asm, won't be profiled\n
10b16cd8	.text	30	1	10ba32fc	ghidra	WRN:\t%s not profiled (thunk)\n
10b16cf8	.text	45	1	10ba32fc	ghidra	WRN:\t%s not profiled (global opts disabled)\n
10b16d28	.text	46	1	10ba34e8	ghidra	\t%s to receive a thunk for intermodule calls\n
10b16d58	.text	12	1	10ba36cd	ghidra+raw	; %s probes
10b16d64	.text	52	1	10ba36cd	ghidra+raw	; Start path val (opt) %u; Start path val (inst) %u
10b16d98	.text	15	1	10ba36cd	ghidra+raw	%s (%d instrs)
10b16da8	.text	90	1	10ba37cd	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\pogocg.c
10b16e04	.text	40	1	10ba37cd	ghidra	%u call graph paths before duplication\n
10b16e2c	.text	53	1	10ba37cd	ghidra	Warning: Too many paths from %s; cutting call graph\n
10b16e64	.text	44	1	10ba37cd	ghidra	%d call graph nodes; %u average path space\n
10b16e90	.text	41	1	10ba39f7	ghidra	\n%u call graph paths after duplication\n\n
10b16ebc	.text	52	1	10ba39f7	ghidra	\t%s (IMPORT) to be instantiated for internal calls\n
10b16ef0	.text	55	1	10ba39f7	ghidra	INF:\t%s (redirector) is always inline by transitivity\n
10b16f2e	.text	66	0		ghidra	$@WRN:\tTail recursion elimination suppressed for call number %d\n
10b16f70	.text	38	1	10ba5eb6	ghidra	OPT:\t%s  Before: %I64d  After: %I64d\n
10b16f98	.text	16	2	10ba6866	ghidra+raw	<Indirect Call>
10b16fc0	.text	98	2	10ba87f2,10ba9462	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\pogoinline.c
10b17068	.text	60	1	10bacb8c	ghidra	PEEP:\tComparisons reordered near line %lu (%I64u vs %I64u)\n
10b170a4	.text	52	1	10bacf2b	ghidra	PEEP:\tConditional branches reordered near line %lu\n
10b170d8	.text	69	1	10bacf2b	ghidra	PEEP:\tReordered conditional/unconditional branch pair near line %lu\n
10b17120	.text	92	1	10bad217	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\pogoopt.c
10b1717c	.text	59	1	10bad2f4	ghidra	OPT:\t%s  Before: %I64d  After: %I64d  (lower bound %I64d)\n
10b171b8	.text	16	1	10bae711	ghidra+raw	Trace formation
10b171c8	.text	32	1	10baecc6	ghidra	Unable to open PGU log file %S\n
10b171e8	.text	16	1	10baecc6	ghidra	%s\n\t%s\n
10b171f8	.text	10	1	10baecc6	ghidra	\t%s\n
10b17204	.text	18	1	10baecc6	ghidra	%6.1f%%\n
10b17218	.text	16	1	10baecc6	ghidra	%14I64d
10b17228	.text	14	1	10baecc6	ghidra	  %10s
10b17238	.text	18	1	10baecc6	ghidra	%-30.30s
10b1724c	.text	16	1	10baecc6	ghidra	%s\n%30c
10b1725c	.text	12	1	10baecc6	ghidra	  %S\n
10b17270	.text	18	1	10baecc6	ghidra	.pgu.log
10b17284	.text	24	1	10baecc6	ghidra	PGU_LOGNAME
10b1729c	.text	16	1	10baecc6	ghidra	PGU_LOG
10b172b0	.text	73	1	10baecc6	ghidra	%I64d of %I64d instructions (%4.1f%%) were optimized using profile data\n
10b17300	.text	64	1	10baecc6	ghidra	%d of %d functions (%4.1f%%) were optimized using profile data\n
10b17340	.text	210	1	10baecc6	ghidra	%d of %d functions (%4.1f%%) and %I64d of %I64d instructions (%4.1f%%) were optimized using profile data
10b17418	.text	68	1	10baff6b	ghidra	%lu of %lu (%6.2f%%) profiled functions will be compiled for speed\n
10b1745c	.text	43	1	10baff6b	ghidra	no profile data found in program database\n
10b17488	.text	44	1	10bb1f54	ghidra	/Speed %d, /Inline %d
10b174b4	.text	10	1	10bb50cc	ghidra+raw	Copy Elim
10b174c0	.text	13	1	10bb5272	ghidra+raw	HCO Def Push
10b174d0	.text	61	1	10bb5aa4	ghidra	ERR:\tCase %d-%d is UNREACHED, yet has non-zero count %I64d!\n
10b17510	.text	74	1	10bb5eda	ghidra	OPT:\tAdded value check on %u of src %d for value %d (%I64d out of %I64d)\n
10b17560	.text	76	1	10bb6a81	ghidra	OPT:\tAdded VCall check on line %u for '%s' (%I64d out of %I64d; %d instrs)\n
10b175ac	.text	56	1	10bb72ff	ghidra	OPT:\tPulled out node %I64d for early comparison (%u%%)\n
10b175e4	.text	44	1	10bb72ff	ghidra	OPT:\tCreated default node for %I64d (%u%%)\n
10b17610	.text	58	1	10bb72ff	ghidra	OPT:\tCreated default node for values %I64d..%I64d (%u%%)\n
10b1764c	.text	54	1	10bb72ff	ghidra	OPT:\tCreated default node for values >= %I64d (%u%%)\n
10b17684	.text	54	1	10bb72ff	ghidra	OPT:\tCreated default node for values <= %I64d (%u%%)\n
10b176bc	.text	34	1	10bb72ff	ghidra	OPT:\tOptimized switch on line %u\n
10b176e0	.text	88	1	10bb7ed3	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ptinl.c
10b17738	.text	90	11	10bbc9ab,10bbcbc3,10bbe561,10bbe8f7,10bbf8f1,10bc00a1,10bc098b,10bc2043,10bc253b,10bc2d7a,10bc4307	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\reader.c
10b17794	.text	12	2	10bc0fcc	ghidra+raw	_CRT_INIT
10b177a0	.text	11	1	10bc2402	ghidra+raw	_tls_index
10b177b0	.text	90	1	10bc58d5	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\regasg.c
10b1780c	.text	6	1		ghidra+raw	vr127
10b17814	.text	6	1		ghidra+raw	vr126
10b1781c	.text	6	1		ghidra+raw	vr125
10b17824	.text	6	1		ghidra+raw	vr124
10b1782c	.text	6	1		ghidra+raw	vr123
10b17834	.text	6	1		ghidra+raw	vr122
10b1783c	.text	6	1		ghidra+raw	vr121
10b17844	.text	6	1		ghidra+raw	vr120
10b1784c	.text	6	1		ghidra+raw	vr119
10b17854	.text	6	1		ghidra+raw	vr118
10b1785c	.text	6	1		ghidra+raw	vr117
10b17864	.text	6	1		ghidra+raw	vr116
10b1786c	.text	6	1		ghidra+raw	vr115
10b17874	.text	6	1		ghidra+raw	vr114
10b1787c	.text	6	1		ghidra+raw	vr113
10b17884	.text	6	1		ghidra+raw	vr112
10b1788c	.text	6	1		ghidra+raw	vr111
10b17894	.text	6	1		ghidra+raw	vr110
10b1789c	.text	6	1		ghidra+raw	vr109
10b178a4	.text	6	1		ghidra+raw	vr108
10b178ac	.text	6	1		ghidra+raw	vr107
10b178b4	.text	6	1		ghidra+raw	vr106
10b178bc	.text	6	1		ghidra+raw	vr105
10b178c4	.text	6	1		ghidra+raw	vr104
10b178cc	.text	6	1		ghidra+raw	vr103
10b178d4	.text	6	1		ghidra+raw	vr102
10b178dc	.text	6	1		ghidra+raw	vr101
10b178e4	.text	6	1		ghidra+raw	vr100
10b178ec	.text	5	0		raw	vr99
10b178f4	.text	5	0		raw	vr98
10b178fc	.text	5	0		raw	vr97
10b17904	.text	5	0		raw	vr96
10b1790c	.text	5	0		raw	vr95
10b17914	.text	5	0		raw	vr94
10b1791c	.text	5	0		raw	vr93
10b17924	.text	5	0		raw	vr92
10b1792c	.text	5	0		raw	vr91
10b17934	.text	5	0		raw	vr90
10b1793c	.text	5	0		raw	vr89
10b17944	.text	5	0		raw	vr88
10b1794c	.text	5	0		raw	vr87
10b17954	.text	5	0		raw	vr86
10b1795c	.text	5	0		raw	vr85
10b17964	.text	5	0		raw	vr84
10b1796c	.text	5	0		raw	vr83
10b17974	.text	5	0		raw	vr82
10b1797c	.text	5	0		raw	vr81
10b17984	.text	5	0		raw	vr80
10b1798c	.text	5	0		raw	vr79
10b17994	.text	5	0		raw	vr78
10b1799c	.text	5	0		raw	vr77
10b179a4	.text	5	0		raw	vr76
10b179ac	.text	5	0		raw	vr75
10b179b4	.text	5	0		raw	vr74
10b179bc	.text	5	0		raw	vr73
10b179c4	.text	5	0		raw	vr72
10b179cc	.text	5	0		raw	vr71
10b179d4	.text	5	0		raw	vr70
10b179dc	.text	5	0		raw	vr69
10b179e4	.text	5	0		raw	vr68
10b179ec	.text	5	0		raw	vr67
10b179f4	.text	5	0		raw	vr66
10b179fc	.text	5	0		raw	vr65
10b17a04	.text	5	0		raw	vr64
10b17a0c	.text	5	0		raw	vr63
10b17a14	.text	5	0		raw	vr62
10b17a1c	.text	5	0		raw	vr61
10b17a24	.text	5	0		raw	vr60
10b17a2c	.text	5	0		raw	vr59
10b17a34	.text	5	0		raw	vr58
10b17a3c	.text	5	0		raw	vr57
10b17a44	.text	5	0		raw	vr56
10b17a4c	.text	5	0		raw	vr55
10b17a54	.text	5	0		raw	vr54
10b17a5c	.text	5	0		raw	vr53
10b17a64	.text	5	0		raw	vr52
10b17a6c	.text	5	0		raw	vr51
10b17a74	.text	5	0		raw	vr50
10b17a7c	.text	5	0		raw	vr49
10b17a84	.text	5	0		raw	vr48
10b17a8c	.text	5	0		raw	vr47
10b17a94	.text	5	0		raw	vr46
10b17a9c	.text	5	0		raw	vr45
10b17aa4	.text	5	0		raw	vr44
10b17aac	.text	5	0		raw	vr43
10b17ab4	.text	5	0		raw	vr42
10b17abc	.text	5	0		raw	vr41
10b17ac4	.text	5	0		raw	vr40
10b17acc	.text	5	0		raw	vr39
10b17ad4	.text	5	0		raw	vr38
10b17adc	.text	5	0		raw	vr37
10b17ae4	.text	5	0		raw	vr36
10b17aec	.text	5	0		raw	vr35
10b17af4	.text	5	0		raw	vr34
10b17afc	.text	5	0		raw	vr33
10b17b04	.text	5	0		raw	vr32
10b17b0c	.text	5	0		raw	vr31
10b17b14	.text	5	0		raw	vr30
10b17b1c	.text	5	0		raw	vr29
10b17b24	.text	5	0		raw	vr28
10b17b2c	.text	5	0		raw	vr27
10b17b34	.text	5	0		raw	vr26
10b17b3c	.text	5	0		raw	vr25
10b17b44	.text	5	0		raw	vr24
10b17b4c	.text	5	0		raw	vr23
10b17b54	.text	5	0		raw	vr22
10b17b5c	.text	5	0		raw	vr21
10b17b64	.text	5	0		raw	vr20
10b17b6c	.text	5	0		raw	vr19
10b17b74	.text	5	0		raw	vr18
10b17b7c	.text	5	0		raw	vr17
10b17b84	.text	5	0		raw	vr16
10b17b8c	.text	5	0		raw	vr15
10b17b94	.text	5	0		raw	vr14
10b17b9c	.text	5	0		raw	vr13
10b17ba4	.text	5	0		raw	vr12
10b17bac	.text	5	0		raw	vr11
10b17bb4	.text	5	0		raw	vr10
10b17be4	.text	5	0		raw	sdar
10b17bec	.text	5	0		raw	siar
10b17bf4	.text	6	1		ghidra+raw	mmcra
10b17bfc	.text	6	1		ghidra+raw	mmcr1
10b17c04	.text	6	1		ghidra+raw	mmcr0
10b17c0c	.text	5	0		raw	pmc8
10b17c14	.text	5	0		raw	pmc7
10b17c1c	.text	5	0		raw	pmc6
10b17c24	.text	5	0		raw	pmc5
10b17c2c	.text	5	0		raw	pmc4
10b17c34	.text	5	0		raw	pmc3
10b17c3c	.text	5	0		raw	pmc2
10b17c44	.text	5	0		raw	pmc1
10b17c50	.text	6	1		ghidra+raw	dabrx
10b17c58	.text	5	0		raw	dabr
10b17c60	.text	5	0		raw	iabr
10b17c68	.text	5	0		raw	hid7
10b17c70	.text	5	0		raw	hid6
10b17c78	.text	5	0		raw	hid5
10b17c80	.text	5	0		raw	hid4
10b17c88	.text	5	0		raw	hid1
10b17c90	.text	5	0		raw	hid0
10b17c98	.text	8	1		ghidra+raw	tlbrmtr
10b17ca0	.text	8	1		ghidra+raw	tlbrpnr
10b17ca8	.text	8	1		ghidra+raw	tlbvpnr
10b17cb0	.text	6	1		ghidra+raw	tlbir
10b17cb8	.text	7	1		ghidra+raw	tlbihr
10b17cc4	.text	5	0		raw	tscr
10b17ccc	.text	5	0		raw	tsrr
10b17cd4	.text	5	0		raw	tsrl
10b17cdc	.text	10	1		ghidra+raw	md_dbram1
10b17ce8	.text	10	1		ghidra+raw	md_dbram0
10b17cf4	.text	9	1		ghidra+raw	md_dbcam
10b17d00	.text	10	1		ghidra+raw	mi_dbram1
10b17d0c	.text	10	1		ghidra+raw	mi_dbram0
10b17d18	.text	9	1		ghidra+raw	mi_dbcam
10b17d24	.text	5	0		raw	m_tw
10b17d2c	.text	7	1		ghidra+raw	md_rpn
10b17d34	.text	7	1		ghidra+raw	md_twc
10b17d3c	.text	6	1		ghidra+raw	m_twb
10b17d44	.text	7	1		ghidra+raw	md_epn
10b17d4c	.text	6	1		ghidra+raw	md_ap
10b17d54	.text	8	1		ghidra+raw	m_casid
10b17d5c	.text	7	1		ghidra+raw	md_ctr
10b17d64	.text	7	1		ghidra+raw	mi_rpn
10b17d6c	.text	7	1		ghidra+raw	mi_twc
10b17d74	.text	7	1		ghidra+raw	mi_epn
10b17d7c	.text	6	1		ghidra+raw	mi_ap
10b17d84	.text	7	1		ghidra+raw	mi_ctr
10b17d8c	.text	5	0		raw	immr
10b17d94	.text	5	0		raw	dpir
10b17d9c	.text	5	0		raw	dpdr
10b17da4	.text	7	1		ghidra+raw	dc_dat
10b17dac	.text	7	1		ghidra+raw	dc_adr
10b17db4	.text	7	1		ghidra+raw	dc_cst
10b17dbc	.text	7	1		ghidra+raw	ic_dat
10b17dc4	.text	7	1		ghidra+raw	ic_adr
10b17dcc	.text	7	1		ghidra+raw	ic_cst
10b17dd4	.text	7	1		ghidra+raw	dbat3l
10b17ddc	.text	7	1		ghidra+raw	dbat3u
10b17de4	.text	7	1		ghidra+raw	dbat2l
10b17dec	.text	7	1		ghidra+raw	dbat2u
10b17df4	.text	7	1		ghidra+raw	dbat1l
10b17dfc	.text	7	1		ghidra+raw	dbat1u
10b17e04	.text	7	1		ghidra+raw	dbat0l
10b17e0c	.text	7	1		ghidra+raw	dbat0u
10b17e14	.text	7	1		ghidra+raw	ibat3l
10b17e1c	.text	7	1		ghidra+raw	ibat3u
10b17e24	.text	7	1		ghidra+raw	ibat2l
10b17e2c	.text	7	1		ghidra+raw	ibat2u
10b17e34	.text	7	1		ghidra+raw	ibat1l
10b17e3c	.text	7	1		ghidra+raw	ibat1u
10b17e44	.text	7	1		ghidra+raw	ibat0l
10b17e4c	.text	7	1		ghidra+raw	ibat0u
10b17e54	.text	6	1		ghidra+raw	lpidr
10b17e5c	.text	5	0		raw	lpcr
10b17e64	.text	6	1		ghidra+raw	hsrr1
10b17e6c	.text	6	1		ghidra+raw	hsrr0
10b17e74	.text	6	1		ghidra+raw	hrmor
10b17e7c	.text	5	0		raw	rmor
10b17e84	.text	5	0		raw	hdec
10b17e8c	.text	7	1		ghidra+raw	hsprg1
10b17e94	.text	7	1		ghidra+raw	hsprg0
10b17eac	.text	6	1		ghidra+raw	sprg3
10b17eb4	.text	6	1		ghidra+raw	sprg2
10b17ebc	.text	6	1		ghidra+raw	sprg1
10b17ec4	.text	6	1		ghidra+raw	sprg0
10b17ecc	.text	5	0		raw	tbur
10b17ed8	.text	7	1		ghidra+raw	sprg3r
10b17ee0	.text	7	1		ghidra+raw	vrsave
10b17eec	.text	6	1		ghidra+raw	ictrl
10b17ef4	.text	7	1		ghidra+raw	lctrl2
10b17efc	.text	7	1		ghidra+raw	lctrl1
10b17f04	.text	5	0		raw	cmph
10b17f0c	.text	5	0		raw	cmpg
10b17f14	.text	5	0		raw	cmpf
10b17f1c	.text	6	1		ghidra+raw	ctrlw
10b17f24	.text	5	0		raw	cmpe
10b17f2c	.text	7	1		ghidra+raw	countb
10b17f34	.text	7	1		ghidra+raw	counta
10b17f44	.text	5	0		raw	cmpd
10b17f4c	.text	5	0		raw	cmpc
10b17f54	.text	5	0		raw	cmpb
10b17f5c	.text	5	0		raw	cmpa
10b17f64	.text	6	1		ghidra+raw	ctrlr
10b17f78	.text	5	0		raw	accr
10b17f80	.text	5	0		raw	srr1
10b17f88	.text	5	0		raw	srr0
10b17f90	.text	5	0		raw	sdr1
10b17fa0	.text	6	1		ghidra+raw	dsisr
10b17fa8	.text	5	0		raw	sr15
10b17fb0	.text	5	0		raw	sr14
10b17fb8	.text	5	0		raw	sr13
10b17fc0	.text	5	0		raw	sr12
10b17fc8	.text	5	0		raw	sr11
10b17fd0	.text	5	0		raw	sr10
10b1800c	.text	5	0		raw	rtcl
10b18014	.text	5	0		raw	rtcu
10b18030	.text	6	1		ghidra+raw	fpscr
10b1805c	.text	5	0		raw	fp31
10b18064	.text	5	0		raw	fp30
10b1806c	.text	5	0		raw	fp29
10b18074	.text	5	0		raw	fp28
10b1807c	.text	5	0		raw	fp27
10b18084	.text	5	0		raw	fp26
10b1808c	.text	5	0		raw	fp25
10b18094	.text	5	0		raw	fp24
10b1809c	.text	5	0		raw	fp23
10b180a4	.text	5	0		raw	fp22
10b180ac	.text	5	0		raw	fp21
10b180b4	.text	5	0		raw	fp20
10b180bc	.text	5	0		raw	fp19
10b180c4	.text	5	0		raw	fp18
10b180cc	.text	5	0		raw	fp17
10b180d4	.text	5	0		raw	fp16
10b180dc	.text	5	0		raw	fp15
10b180e4	.text	5	0		raw	fp14
10b180ec	.text	5	0		raw	fp13
10b180f4	.text	5	0		raw	fp12
10b180fc	.text	5	0		raw	fp11
10b18104	.text	5	0		raw	fp10
10b181b8	.text	6	1		ghidra+raw	noreg
10b18758	.text	16	2	10bc6f7e	ghidra+raw	_local_unwind
10b18768	.text	92	1	10bca2af	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\sizeopt.c
10b187c8	.text	92	1	10bcee41	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ssa_seh.c
10b18828	.text	88	1	10bd0c77	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\stack.c
10b18ad0	.text	88	5	10bd398a,10bd49d0,10bd500b,10bd5d77,10bd689a	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\tuple.c
10b18ba0	.text	57	2	10b70dbe	ghidra+raw	Microsoft (R) Optimizing Compiler Version 16.00.11886.00
10b18bdc	.text	36	5	10bea3c0	ghidra+raw	Microsoft (R) Optimizing Compiler
10b18c04	.text	14	1	10be04e7	ghidra+raw	__catch$%s$%d
10b18c14	.text	16	1	10be0a0a	ghidra+raw	__ehfuncinfo$%s
10b18c24	.text	19	1	10be12c7	ghidra+raw	__estypeinfo$%s$%d
10b18c38	.text	17	1	10be12c7	ghidra+raw	__catchsym$%s$%d
10b18c4c	.text	16	1	10be12c7	ghidra+raw	__estypeinfo$%s
10b18c5c	.text	19	1	10be12c7	ghidra+raw	__tryblocktable$%s
10b18c70	.text	17	1	10be12c7	ghidra+raw	__unwindtable$%s
10b18c84	.text	22	1	10be1f3f	ghidra+raw	__unwindfunclet$%s$%d
10b18ca0	.text	94	3	10be2403,10be3530,10be3777	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ehexcept.c
10b18d00	.text	15	1	10be32de	ghidra+raw	__unwind$%s$%d
10b18d10	.text	15	1	10be32de	ghidra+raw	__tryend$%s$%d
10b18d20	.text	90	6	10be4978,10be4c44,10be4ceb,10be4d81,10be4f28,10be56a2	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\except.c
10b18d94	.text	18	2	10be6aeb,10be6bca	ghidra	clui.dll
10b18da8	.text	10	1	10be6aeb	ghidra	PATH
10b18db4	.text	8	1		ghidra+raw	$$TYPES
10b18dbc	.text	7	2	10be7727	ghidra+raw	.xdata
10b18dc4	.text	7	1		ghidra+raw	.pdata
10b18dd0	.text	90	3	10be71c9,10be7d76,10be7e81	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\emit.cpp
10b18e2c	.text	7	1	10be75de	ghidra+raw	DEBSYM
10b18e34	.text	7	1	10be7643	ghidra+raw	DEBTYP
10b18e3c	.text	6	1	10be76a8	ghidra+raw	PDATA
10b18e44	.text	7	1	10be7727	ghidra+raw	.const
10b18e4c	.text	7	1	10c117cf	ghidra+raw	VCOMPD
10b18e54	.text	6	1	10c117cf	ghidra+raw	VCOMP
10b18e5c	.text	9	1	10c117cf	ghidra+raw	OLDNAMES
10b18e68	.text	20	1	10be77d8	ghidra+raw	/include:__C2_11886
10b18e7c	.text	29	1	10be77d8	ghidra+raw	/include:__CAP_Exit_Function
10b18e9c	.text	30	1	10be77d8	ghidra+raw	/include:__CAP_Enter_Function
10b18ebc	.text	16	1	10be77d8	ghidra+raw	/INCREMENTAL:NO
10b18ed4	.text	6	1	10be7b4b	ghidra+raw	XDATA
10b18edc	.text	7	1	10be800f	ghidra+raw	DGROUP
10b18ee4	.text	5	0		raw	FLAT
10b18ef0	.text	88	11	10be85fe,10be88e3,10be8905,10be96a1,10bea27e,10bea7c9,10beb41f,10beb613,10bebd24,10beb032	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\dbg.cpp
10b18f48	.text	19	3	10bea9b5,10be9397,10be9407	ghidra+raw	vector<T> too long
10b18f5f	.text	21	0		ghidra+raw	Olist<T> too long
10b18f78	.text	90	1	10be95fd	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\dbgcpp.h
10b18fd4	.text	24	2	10beaaf8,10be9d34	ghidra+raw	`anonymous namespace'::
10b18ffe	.text	18	0		ghidra	denc_pdb
10b19010	.text	16	1	10bea3c0	ghidra	enc_src
10b19020	.text	16	1	10bea3c0	ghidra	enc_cmd
10b19030	.text	14	1	10bea3c0	ghidra	enc_cl
10b19040	.text	16	1	10bea3c0	ghidra	enc_cwd
10b19078	.text	88	1	10bec23c	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\dll.cpp
10b190d0	.text	18	1	10bec2ac	ghidra	 Abort complete.\n
10b190e8	.text	36	1	10bec2ac	ghidra+raw	Compiler terminating.  Please wait.
10b1910c	.text	22	1	10bec3d3	ghidra	__ltcg.obj
10b19698	.text	102	8	10bf080f,10bf0a34,10bf224d,10bf2be7,10bf2eda,10bf3128,10bf7c59,10bf958a	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ppc\\cgintrin.c
10b19700	.text	17	2	10bf0d9a,10c0b6fa	ghidra+raw	_RtlCheckStack12
10b19714	.text	7	1	10bf5d2b	ghidra+raw	memset
10b1971c	.text	7	2	10bf6555,10c083e7	ghidra+raw	memcpy
10b19724	.text	8	1	10bf6555	ghidra+raw	_blkmov
10b19730	.text	94	1	10bf9f15	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ppc\\code.c
10b19790	.text	14	1	10bfeeab	ghidra+raw	__jump_unwind
10b197a0	.text	7	1		ghidra+raw	NVNONE
10b197a8	.text	6	1		ghidra+raw	VNONE
10b197b0	.text	6	1		ghidra+raw	NVALL
10b197b8	.text	5	0		raw	VALL
10b197f4	.text	8	1		ghidra+raw	ILLEGAL
10b19860	.text	13	1	10c003b7	ghidra+raw	_RTC_Failure
10b19870	.text	20	1	10c0050f	ghidra+raw	_RTC_CheckStackVars
10b19884	.text	24	1	10c0050f	ghidra+raw	_RTC_CheckStackVars2@12
10b1989c	.text	5	0		raw	mtcr
10b198a4	.text	9	0		raw	clrlslwi
10b198b0	.text	7	0		raw	clrrwi
10b198b8	.text	7	0		raw	clrlwi
10b198c0	.text	5	0		raw	srwi
10b198c8	.text	5	0		raw	slwi
10b198d0	.text	6	0		raw	rotlw
10b198d8	.text	7	0		raw	rotrwi
10b198e0	.text	7	0		raw	rotlwi
10b198e8	.text	7	0		raw	insrwi
10b198f0	.text	7	0		raw	inslwi
10b198f8	.text	7	0		raw	extrwi
10b19900	.text	7	0		raw	extlwi
10b19908	.text	9	0		raw	clrlsldi
10b19914	.text	7	0		raw	clrrdi
10b1991c	.text	7	0		raw	clrldi
10b19924	.text	5	0		raw	srdi
10b1992c	.text	5	0		raw	sldi
10b19934	.text	6	0		raw	rotld
10b1993c	.text	7	0		raw	rotrdi
10b19944	.text	7	0		raw	rotldi
10b1994c	.text	7	0		raw	insrdi
10b19954	.text	7	1		ghidra+raw	extrdi
10b1995c	.text	7	1		ghidra+raw	extldi
10b19964	.text	7	0		raw	tdlngi
10b1996c	.text	7	0		raw	tdlnli
10b19974	.text	7	0		raw	tdlgti
10b1997c	.text	7	0		raw	tdlgei
10b19984	.text	7	0		raw	tdigti
10b1998c	.text	7	0		raw	tdigei
10b19994	.text	7	0		raw	tdllei
10b1999c	.text	7	0		raw	tdllti
10b199a4	.text	6	0		raw	tdngi
10b199ac	.text	6	0		raw	tdnei
10b199b4	.text	6	0		raw	tdnli
10b199bc	.text	6	0		raw	tdgti
10b199c4	.text	6	0		raw	tdgei
10b199cc	.text	6	0		raw	tdeqi
10b199d4	.text	6	0		raw	tdlei
10b199dc	.text	6	0		raw	tdlti
10b199e4	.text	7	0		raw	twlngi
10b199ec	.text	7	0		raw	twlnli
10b199f4	.text	7	0		raw	twlgti
10b199fc	.text	7	0		raw	twlgei
10b19a04	.text	7	0		raw	twigti
10b19a0c	.text	7	0		raw	twigei
10b19a14	.text	7	0		raw	twllei
10b19a1c	.text	7	0		raw	twllti
10b19a24	.text	6	0		raw	twngi
10b19a2c	.text	6	0		raw	twnei
10b19a34	.text	6	0		raw	twnli
10b19a3c	.text	6	0		raw	twgti
10b19a44	.text	6	0		raw	twgei
10b19a4c	.text	6	0		raw	tweqi
10b19a54	.text	6	0		raw	twlei
10b19a5c	.text	6	0		raw	twlti
10b19a64	.text	6	0		raw	tdlng
10b19a6c	.text	6	0		raw	tdlnl
10b19a74	.text	6	0		raw	tdlgt
10b19a7c	.text	6	0		raw	tdlge
10b19a84	.text	6	0		raw	tdigt
10b19a8c	.text	6	0		raw	tdige
10b19a94	.text	6	0		raw	tdlle
10b19a9c	.text	6	0		raw	tdllt
10b19aa4	.text	5	0		raw	tdng
10b19aac	.text	5	0		raw	tdne
10b19ab4	.text	5	0		raw	tdnl
