# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_map.py.
# Do not hand-edit; do not paste any value into crates/ without a
# docs/whitebox/DISCLOSURE.md entry. 'unknown' is a valid, respectable value.
addr	size	symbol_or_empty	cluster	confidence	ncallers	ncallees	evidence
10bae34b	354		unknown	unknown	1	10	-
10bae4ad	181		unknown	unknown	3	4	-
10bae562	121		unknown	unknown	1	5	-
10bae5db	310		unknown	unknown	1	11	-
10bae711	82		unknown	unknown	1	5	str:Trace formation
10bae763	56		pgo-client	high	1	3	calls PogoDbGetErrorText,PogoDbGetLastError
10bae79c	513		pgo-client	high	1	13	calls PogoDbCreateGlobalStreams,PogoDbGenerateModuleName,PogoDbGetDllVersion,PogoDbGetLastError; str:_LTCG_
10bae99d	29		unknown	unknown	5	1	-
10bae9ef	6		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10bae9f5	13		unknown	unknown	5	0	-
10baea02	22		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10baea18	9		only-from:pgo-client	medium	2	0	all 2 callers in cluster pgo-client
10baea21	43		pgo-client	high	5	2	calls PogoDbGetSymbol
10baea4c	4		unknown	unknown	9	0	-
10baea50	152		pgo-client	high	5	5	calls PogoDbGetLogicalModule,PogoDbLocateFunctionRecord,PogoDbLookupId,PogoDbOpenFunction
10baeae8	7		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10baeaef	62		pgo-client	high	1	1	calls PogoDbReadDataSetEx
10baeb2d	7		only-from:pgo-client	medium	2	0	all 2 callers in cluster pgo-client
10baeb34	10		only-from:pgo-client	medium	2	0	all 2 callers in cluster pgo-client
10baeb3e	10		unknown	unknown	3	0	-
10baeb48	9		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10baeb51	10		unknown	unknown	1	0	-
10baeb5b	10		unknown	unknown	2	0	-
10baeb65	130		pgo-client	high	1	3	calls PogoDbGetLogicalModule,PogoDbLookupId,PogoDbReadLinearFlowInlinees
10baebe7	13		unknown	unknown	2	0	-
10baebf4	14		unknown	unknown	1	0	-
10baec02	7		only-from:pgo-client	medium	3	0	all 3 callers in cluster pgo-client
10baec09	45		pgo-client	high	1	1	calls PogoDbReadSimpleProbeEx
10baec36	45		pgo-client	high	1	1	calls PogoDbReadValueProbeEx
10baec63	9		pgo-client	high	1	1	calls PogoDbReadValueProbeData
10baec6c	14		pgo-client	high	1	1	calls PogoDbReadBranchDataEx
10baec7a	13		pgo-client	high	2	1	calls PogoDbReadFunctionChecksum
10baec87	8		pgo-client	high	1	1	calls PogoDbWriteFunctionChecksum
10baec8f	8		pgo-client	high	1	1	calls PogoDbInitOffsetAllocation
10baec97	6	PogoDbAllocEntryProbeId	thunk	high	1	0	ghidra-resolved thunk: PogoDbAllocEntryProbeId
10baec9d	6	PogoDbAllocSimpleProbeId	thunk	high	1	0	ghidra-resolved thunk: PogoDbAllocSimpleProbeId
10baeca3	6	PogoDbAllocValueProbeId	thunk	high	1	0	ghidra-resolved thunk: PogoDbAllocValueProbeId
10baeca9	29		unknown	unknown	1	0	-
10baecc6	1847		pgo-client	high	1	24	calls PogoDbFormatTime_s,PogoDbGetSymbolW,PogoDbGetSymtabRecord,PogoDbReadFunction; str:Unable to open PGU log file %S\n | %s\n\t%s\n | \t%s\n
10baf3fd	122		pgo-client	high	2	5	calls PogoDbClose,PogoDbCloseModule,PogoDbUpdateHistory; str:_LTCG_
10baf477	31		only-from:pgo-client	medium	1	2	all 1 callers in cluster pgo-client
10baf496	6		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10baf49c	9		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10baf4a5	12		unknown	unknown	1	0	-
10baf4b1	27		pgo-client	high	1	3	calls PogoDbGetSimpleData,PogoDbGetValueData
10baf4cc	31		only-from:pgo-client	medium	1	1	all 1 callers in cluster pgo-client
10baf4eb	31		pgo-client	high	1	1	calls PogoDbGetLastFG
10baf50a	19		pgo-client	high	1	1	calls PogoDbReadFlowGraph
10baf51d	750		only-from:pgo-client	medium	1	14	all 1 callers in cluster pgo-client
10baf80b	250		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10baf905	409		only-from:pgo-client	medium	1	8	all 1 callers in cluster pgo-client
10bafa9e	451		only-from:pgo-client	medium	1	4	all 1 callers in cluster pgo-client
10bafc61	369		only-from:pgo-client	medium	1	3	all 1 callers in cluster pgo-client
10bafdd2	45		only-from:pgo-client	medium	1	2	all 1 callers in cluster pgo-client
10bafe3e	20		unknown	unknown	5	0	-
10bafe52	162		only-from:pgo-client	medium	1	4	all 1 callers in cluster pgo-client
10bafef4	80		only-from:pgo-client	medium	1	2	all 1 callers in cluster pgo-client
10baff44	39		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10baff6b	247		only-from:pgo-client	medium	1	2	all 1 callers in cluster pgo-client
10bb0062	119		unknown	unknown	1	0	-
10bb00d9	63		unknown	unknown	3	1	-
10bb0118	193		unknown	unknown	2	1	-
10bb01d9	127		unknown	unknown	1	0	-
10bb0258	92		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10bb02b4	26		unknown	unknown	3	1	-
10bb02ce	53		unknown	unknown	1	0	-
10bb0303	22		unknown	unknown	1	0	-
10bb0319	183		pgo-client	high	1	3	calls PogoDbStreamAppend,PogoDbStreamQueryCb
10bb03d0	92		pgo-client	high	1	4	calls PogoDbLookupId,PogoDbWriteLinearFlowInlinee,PogoDbWriteLinearFlowInlineesStart
10bb042c	110		pgo-client	high	1	6	calls PogoDbLookupId,PogoDbWritePartialInlineeEntry,PogoDbWritePartialInlineesEnd,PogoDbWritePartialInlineesStart
10bb049a	14		only-from:pgo-client	medium	1	1	all 1 callers in cluster pgo-client
10bb04a8	982		pgo-client	high	2	9	calls PogoDbReadFlowGraph
10bb087e	50		only-from:pgo-client	medium	2	1	all 2 callers in cluster pgo-client
10bb08b0	48		only-from:pgo-client	medium	2	2	all 2 callers in cluster pgo-client
10bb08e0	95		pgo-client	high	1	4	calls PogoDbGetLastFG,PogoDbReadFlowGraphInfo,PogoDbSetLastFG
10bb093f	37		only-from:pgo-client	medium	2	3	all 2 callers in cluster pgo-client
10bb0964	848		only-from:pgo-client	medium	2	10	all 2 callers in cluster pgo-client
10bb0cb4	445		only-from:pgo-client	medium	1	5	all 1 callers in cluster pgo-client
10bb0e71	76		unknown	unknown	2	3	-
10bb0ebd	418		unknown	unknown	2	2	-
10bb105f	92		unknown	unknown	2	2	-
10bb10bb	46		unknown	unknown	1	2	-
10bb10e9	26		only-from:pgo-client	medium	1	1	all 1 callers in cluster pgo-client
10bb1103	354		pgo-client	high	2	11	calls PogoDbCloseFunction,PogoDbOpenFunction
10bb1265	102		unknown	unknown	7	2	-
10bb12cb	271		only-from:pgo-client	medium	1	3	all 1 callers in cluster pgo-client
10bb13da	493		unknown	unknown	1	2	-
10bb15c7	146		unknown	unknown	1	5	-
10bb1659	320		unknown	unknown	3	8	-
10bb1799	1635		pgo-client	high	1	38	calls PogoDbReadDataSet,PogoDbReadFlowGraphInfo,PogoDbReadFunction
10bb1dfc	31		only-from:pgo-client	medium	1	1	all 1 callers in cluster pgo-client
10bb1e1b	313		unknown	unknown	5	7	-
10bb1f54	1788		pgo-client	high	1	24	calls PogoDbCloseFunction,PogoDbModifiedDataSets,PogoDbModifiedFunctionData,PogoDbOpenFunction; str:/Speed %d, /Inline %d
10bb2650	537		only-from:pgo-client	medium	1	2	all 1 callers in cluster pgo-client
10bb2869	386		only-from:pgo-client	medium	1	7	all 1 callers in cluster pgo-client
10bb29eb	66		unknown	unknown	1	8	-
10bb2a2d	138		unknown	unknown	1	1	-
10bb2ab7	33		unknown	unknown	1	0	-
10bb2ad8	493		unknown	unknown	1	6	-
10bb2cc5	16		unknown	unknown	1	2	-
10bb2cd5	50		unknown	unknown	1	2	-
10bb2d07	25		unknown	unknown	1	2	-
10bb2d20	32		unknown	unknown	2	1	-
10bb2d40	38		unknown	unknown	2	0	-
10bb2d66	39		unknown	unknown	1	0	-
10bb2d8d	80		unknown	unknown	4	1	-
10bb2ddd	121		unknown	unknown	4	1	-
10bb2e56	121		unknown	unknown	1	1	-
10bb2ecf	128		unknown	unknown	1	1	-
10bb2f4f	109		unknown	unknown	1	1	-
10bb2fbc	109		unknown	unknown	2	1	-
10bb3029	151		unknown	unknown	1	1	-
10bb30c0	119		unknown	unknown	3	1	-
10bb3137	119		unknown	unknown	1	1	-
10bb31ae	45		unknown	unknown	1	0	-
10bb31db	27		unknown	unknown	1	0	-
10bb31f6	96		unknown	unknown	3	2	-
10bb3256	221		unknown	unknown	1	2	-
10bb3333	47		unknown	unknown	1	2	-
10bb3362	29		unknown	unknown	1	1	-
10bb337f	501		unknown	unknown	2	5	-
10bb3574	62		unknown	unknown	1	2	-
10bb35b2	71		unknown	unknown	1	3	-
10bb35f9	57		unknown	unknown	1	2	-
10bb3632	340		unknown	unknown	1	4	-
10bb3786	429		unknown	unknown	5	11	-
10bb3933	382		unknown	unknown	1	3	-
10bb3ab1	312		unknown	unknown	2	10	-
10bb3be9	426		unknown	unknown	2	12	-
10bb3d93	860		unknown	unknown	1	19	-
10bb40ef	2088		unknown	unknown	1	26	-
10bb4917	692		unknown	unknown	1	14	-
10bb4bcb	143		unknown	unknown	2	5	-
10bb4c5a	354		unknown	unknown	1	9	-
10bb4dbc	226		unknown	unknown	1	6	-
10bb4e9e	558		unknown	unknown	2	15	-
10bb50cc	115		unknown	unknown	1	9	str:Copy Elim
10bb513f	307		unknown	unknown	1	10	-
10bb5272	267		unknown	unknown	1	12	str:HCO Def Push
10bb537d	81		unknown	unknown	1	5	-
10bb53ce	310		unknown	unknown	1	7	-
10bb5504	26		unknown	unknown	2	0	-
10bb551e	31		unknown	unknown	1	2	-
10bb553d	467		unknown	unknown	2	6	-
10bb5710	50		unknown	unknown	1	2	-
10bb5742	20		unknown	unknown	2	0	-
10bb5756	57		unknown	unknown	1	0	-
10bb578f	244		unknown	unknown	1	2	-
10bb5883	106		unknown	unknown	1	0	-
10bb58ed	15		unknown	unknown	3	0	-
10bb58fc	87		unknown	unknown	1	0	-
10bb5953	240		unknown	unknown	1	1	-
10bb5a43	97		unknown	unknown	1	0	-
10bb5aa4	128		unknown	unknown	1	1	str:ERR:\tCase %d-%d is UNREACHED, yet has n
10bb5b24	465		unknown	unknown	1	8	-
10bb5cf5	485		unknown	unknown	1	3	-
10bb5eda	453		unknown	unknown	1	17	str:OPT:\tAdded value check on %u of src %d 
10bb609f	1499		unknown	unknown	1	30	-
10bb667a	372		unknown	unknown	2	4	-
10bb67ee	197		unknown	unknown	1	6	-
10bb68b3	127		unknown	unknown	3	2	-
10bb6932	335		unknown	unknown	1	8	-
10bb6a81	572		unknown	unknown	1	10	str:OPT:\tAdded VCall check on line %u for '
10bb6cbd	1602		unknown	unknown	1	10	-
10bb72ff	335		unknown	unknown	1	4	str:OPT:\tPulled out node %I64d for early co | OPT:\tCreated default node for %I64d (%u | OPT:\tCreated default node for values %I
10bb744e	806		unknown	unknown	1	13	-
10bb7774	103		unknown	unknown	4	4	-
10bb77db	68		unknown	unknown	1	1	-
10bb781f	29		unknown	unknown	2	2	-
10bb783c	97		unknown	unknown	1	2	-
10bb789d	113		unknown	unknown	1	4	-
10bb792d	73		unknown	unknown	2	1	-
10bb7976	150		unknown	unknown	2	3	-
10bb7a0c	19		unknown	unknown	1	1	-
10bb7a1f	96		only-from:pgo-client	medium	2	0	all 2 callers in cluster pgo-client
10bb7a7f	36		only-from:pgo-client	medium	2	0	all 2 callers in cluster pgo-client
10bb7aa3	783		unknown	unknown	1	7	-
10bb7db2	56		only-from:pgo-client	medium	1	0	all 1 callers in cluster pgo-client
10bb7dea	47		unknown	unknown	1	1	-
10bb7e19	65		unknown	unknown	1	0	-
10bb7e5a	84		unknown	unknown	1	2	-
10bb7eae	37		unknown	unknown	2	0	-
10bb7ed3	795		unknown	unknown	2	15	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bb81ee	78		unknown	unknown	3	2	-
10bb823c	46		unknown	unknown	1	0	-
10bb826a	1159		unknown	unknown	1	17	-
10bb86f1	198		unknown	unknown	2	4	-
10bb87b7	136		unknown	unknown	1	1	-
10bb883f	21		unknown	unknown	1	1	-
10bb8854	32		unknown	unknown	1	0	-
10bb8874	201		unknown	unknown	2	2	-
10bb893d	37		unknown	unknown	2	0	-
10bb8962	470		unknown	unknown	1	3	-
10bb8b38	308		unknown	unknown	2	4	-
10bb8c6c	196		unknown	unknown	1	7	-
10bb8d30	125		unknown	unknown	1	6	-
10bb8dad	5		unknown	unknown	4	0	-
10bb8db2	7		unknown	unknown	7	0	-
10bb8db9	5		unknown	unknown	3	0	-
10bb8dbe	15		unknown	unknown	2	0	-
10bb8dcd	507		unknown	unknown	2	7	-
10bb8fc8	349		unknown	unknown	1	5	-
10bb9125	728		unknown	unknown	1	25	-
10bb93fd	119		unknown	unknown	1	1	-
10bb9474	36		unknown	unknown	1	1	-
10bb9498	228		unknown	unknown	3	3	-
10bb957c	500		unknown	unknown	3	3	-
10bb9770	263		unknown	unknown	1	2	-
10bb9877	49		unknown	unknown	1	0	-
10bb98a8	106		unknown	unknown	1	2	-
10bb9912	202		only-from:pgo-client	medium	1	6	all 1 callers in cluster pgo-client
10bb99dc	162		unknown	unknown	4	1	-
10bb9a7e	382		unknown	unknown	1	11	-
10bb9bfc	32		unknown	unknown	2	0	-
10bb9c1c	1344		unknown	unknown	1	29	-
10bba15c	320		unknown	unknown	2	7	-
10bba29c	114		unknown	unknown	2	3	-
10bba30e	140		unknown	unknown	3	8	-
10bba39a	620		unknown	unknown	1	5	-
10bba606	512		unknown	unknown	1	8	-
10bba806	423		unknown	unknown	1	10	-
10bba9ad	98		unknown	unknown	1	1	-
10bbaa0f	58		unknown	unknown	1	0	-
10bbaa49	496		unknown	unknown	1	8	-
10bbac39	26		unknown	unknown	1	0	-
10bbac53	96		unknown	unknown	1	1	-
10bbacb3	117		unknown	unknown	2	2	-
10bbad28	105		unknown	unknown	1	5	-
10bbad91	472		unknown	unknown	1	6	-
10bbaf69	217		unknown	unknown	4	8	-
10bbb042	506		unknown	unknown	1	12	-
10bbb23c	49		unknown	unknown	1	2	-
10bbb26d	164		unknown	unknown	1	4	-
10bbb311	305		unknown	unknown	3	7	-
10bbb442	171		unknown	unknown	2	7	-
10bbb4ed	415		unknown	unknown	1	11	-
10bbb68c	220		unknown	unknown	1	4	-
10bbb768	123		unknown	unknown	1	2	-
10bbb7e3	69		unknown	unknown	3	2	-
10bbb828	190		unknown	unknown	1	8	-
10bbb8e6	156		unknown	unknown	1	8	-
10bbb982	281		unknown	unknown	1	6	-
10bbba9b	38		unknown	unknown	1	3	-
10bbbac1	48		unknown	unknown	1	3	-
10bbbaf1	425		unknown	unknown	2	19	-
10bbbc9a	420		unknown	unknown	1	17	-
10bbbe3e	461		unknown	unknown	1	16	-
10bbc00b	818		unknown	unknown	1	22	-
10bbc33d	316		unknown	unknown	1	6	-
10bbc479	305		unknown	unknown	1	15	-
10bbc5aa	360		unknown	unknown	1	16	-
10bbc712	68		unknown	unknown	1	1	-
10bbc756	270		unknown	unknown	1	8	-
10bbc864	121		unknown	unknown	1	4	-
10bbc8fe	125		unknown	unknown	1	3	-
10bbc97b	48		unknown	unknown	1	2	-
10bbc9ab	85		unknown	unknown	3	3	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bbca00	47		unknown	unknown	2	1	-
10bbca2f	153		unknown	unknown	3	0	-
10bbcac8	109		unknown	unknown	2	5	-
10bbcb35	142		unknown	unknown	2	0	-
10bbcbc3	110		unknown	unknown	1	2	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bbcc32	41		unknown	unknown	1	1	-
10bbcc5b	23		unknown	unknown	1	0	-
10bbcc72	104		unknown	unknown	1	0	-
10bbccda	148		unknown	unknown	1	1	-
10bbcd6e	107		unknown	unknown	1	2	-
10bbcdf6	374		unknown	unknown	2	6	-
10bbcf6c	138		unknown	unknown	2	5	-
10bbcff6	442		unknown	unknown	5	10	-
10bbd1b0	214		unknown	unknown	6	1	-
10bbd286	150		unknown	unknown	2	3	-
10bbd31c	143		unknown	unknown	3	2	-
10bbd3ab	686		unknown	unknown	3	17	-
10bbd659	42		unknown	unknown	7	1	-
10bbd683	68		unknown	unknown	3	2	-
10bbd6c7	47		unknown	unknown	14	2	-
10bbd6f6	31		unknown	unknown	10	1	-
10bbd715	173		unknown	unknown	7	3	-
10bbd7c2	77		unknown	unknown	5	4	-
10bbd80f	112		unknown	unknown	4	5	-
10bbd87f	53		unknown	unknown	1	2	-
10bbd8b4	54		unknown	unknown	5	2	-
10bbd8ea	60		unknown	unknown	5	2	-
10bbd926	46		unknown	unknown	1	3	-
10bbd954	54		unknown	unknown	1	2	-
10bbd98a	54		unknown	unknown	1	2	-
10bbd9c0	213		unknown	unknown	1	7	-
10bbda95	71		unknown	unknown	1	0	-
10bbdadc	20		unknown	unknown	18	1	-
10bbdaf0	516		unknown	unknown	1	12	-
10bbdcf4	55		unknown	unknown	1	1	-
10bbdd2b	1734		unknown	unknown	2	22	-
10bbe3f1	368		unknown	unknown	1	10	-
10bbe561	668		unknown	unknown	1	10	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bbe82d	202		unknown	unknown	2	6	-
10bbe8f7	638		unknown	unknown	5	14	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bbeb75	68		unknown	unknown	2	2	-
10bbebb9	56		unknown	unknown	1	2	-
10bbebf1	39		unknown	unknown	1	2	-
10bbec18	1174		unknown	unknown	28	14	-
10bbf0ae	134		unknown	unknown	1	1	-
10bbf134	510		unknown	unknown	12	13	-
10bbf332	966		unknown	unknown	1	18	-
10bbf6f8	505		unknown	unknown	1	9	-
10bbf8f1	1128		unknown	unknown	8	16	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bbfd7c	286		unknown	unknown	4	7	-
10bbfe9a	33		unknown	unknown	1	1	-
10bbfebb	256		unknown	unknown	1	8	-
10bbffbb	98		unknown	unknown	1	1	-
10bc001d	10		unknown	unknown	2	0	-
10bc00a1	2282		unknown	unknown	3	33	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bc098b	519		unknown	unknown	20	11	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bc0b93	658		unknown	unknown	2	13	-
10bc0e25	338		unknown	unknown	1	13	-
10bc0f77	85		unknown	unknown	1	4	-
10bc0fcc	2763		unknown	unknown	1	54	str:_CRT_INIT
10bc1a97	994		unknown	unknown	1	16	-
10bc1e79	458		unknown	unknown	1	13	-
10bc2043	468		unknown	unknown	1	12	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bc2217	491		unknown	unknown	2	14	-
10bc2402	86		unknown	unknown	1	5	str:_tls_index
10bc2458	78		unknown	unknown	1	3	-
10bc24a6	149		unknown	unknown	1	4	-
10bc253b	479		unknown	unknown	1	14	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bc271a	559		unknown	unknown	3	16	-
10bc2949	700		unknown	unknown	1	16	-
10bc2c05	237		unknown	unknown	1	8	-
10bc2cf2	12		unknown	unknown	1	0	-
10bc2d7a	5080		unknown	unknown	4	78	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bc4307	1010		unknown	unknown	1	17	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bc4715	1059		unknown	unknown	2	27	-
10bc4b38	105		unknown	unknown	2	0	-
10bc4ba1	27		unknown	unknown	1	1	-
10bc4bbc	45		unknown	unknown	1	0	-
10bc4be9	220		unknown	unknown	1	0	-
10bc4cc5	131		unknown	unknown	1	2	-
10bc4d48	23		unknown	unknown	14	0	-
10bc4d5f	23		unknown	unknown	12	0	-
10bc4d76	75		unknown	unknown	1	2	-
10bc4dc1	44		unknown	unknown	4	0	-
10bc4ded	193		unknown	unknown	1	4	-
10bc4eae	668		unknown	unknown	2	12	-
10bc514a	842		unknown	unknown	1	15	-
10bc5494	1089		unknown	unknown	1	13	-
10bc58d5	1891		unknown	unknown	3	10	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bc6038	387		unknown	unknown	1	11	-
10bc61bb	251		unknown	unknown	1	4	-
10bc62b6	465		unknown	unknown	2	10	-
10bc6487	23		unknown	unknown	2	3	-
10bc649e	17		unknown	unknown	2	0	-
10bc64af	12		unknown	unknown	1	0	-
10bc64bb	5		unknown	unknown	2	0	-
10bc64c0	53		unknown	unknown	1	1	-
10bc64f5	56		unknown	unknown	1	1	-
10bc652d	28		unknown	unknown	1	0	-
10bc6549	55		unknown	unknown	1	1	-
10bc6580	59		unknown	unknown	1	1	-
10bc65bb	79		unknown	unknown	1	0	-
10bc660a	30		unknown	unknown	4	0	-
10bc6628	37		unknown	unknown	2	0	-
10bc664d	17		unknown	unknown	1	0	-
10bc665e	18		unknown	unknown	1	0	-
10bc6670	621		unknown	unknown	1	1	-
10bc6943	91		unknown	unknown	1	2	-
10bc699e	83		unknown	unknown	1	2	-
10bc69f1	691		unknown	unknown	1	12	-
10bc6ca4	140		unknown	unknown	2	4	-
10bc6d30	223		unknown	unknown	1	6	-
10bc6e0f	130		unknown	unknown	1	3	-
10bc6e91	33		unknown	unknown	1	0	-
10bc6eb2	91		unknown	unknown	1	0	-
10bc6f0d	70		unknown	unknown	1	0	-
10bc6f53	43		unknown	unknown	1	0	-
10bc6f7e	577		unknown	unknown	1	9	str:_local_unwind
10bc71bf	105		unknown	unknown	6	2	-
10bc7228	83		unknown	unknown	1	1	-
10bc727b	40		unknown	unknown	1	1	-
10bc72a3	40		unknown	unknown	1	1	-
10bc72cb	31		unknown	unknown	1	1	-
10bc72ea	21		unknown	unknown	1	1	-
10bc72ff	37		unknown	unknown	1	1	-
10bc7324	521		unknown	unknown	2	11	-
10bc756f	80		unknown	unknown	2	3	-
10bc75bf	234		unknown	unknown	1	2	-
10bc76a9	204		unknown	unknown	2	9	-
10bc779e	155		unknown	unknown	2	3	-
10bc7839	20		unknown	unknown	1	1	-
10bc784d	321		unknown	unknown	1	12	-
10bc798e	108		unknown	unknown	1	0	-
10bc79fa	88		unknown	unknown	3	1	-
10bc7a52	224		unknown	unknown	6	11	-
10bc7b32	103		unknown	unknown	2	2	-
10bc7b99	65		unknown	unknown	3	3	-
10bc7bda	65		unknown	unknown	10	3	-
10bc7c1b	71		unknown	unknown	11	3	-
10bc7c62	165		unknown	unknown	7	3	-
10bc7d07	207		unknown	unknown	2	8	-
10bc7dd6	84		unknown	unknown	1	0	-
10bc7e2a	35		unknown	unknown	1	1	-
10bc7e4d	128		unknown	unknown	5	3	-
10bc7ecd	63		unknown	unknown	8	1	-
10bc7f0c	25		unknown	unknown	3	2	-
10bc7f25	81		unknown	unknown	2	1	-
10bc7f76	110		unknown	unknown	2	2	-
10bc7fe4	102		unknown	unknown	2	1	-
10bc804a	498		unknown	unknown	2	11	-
10bc823c	266		unknown	unknown	1	1	-
10bc8346	281		unknown	unknown	7	6	-
10bc845f	371		unknown	unknown	1	16	-
10bc85d2	649		unknown	unknown	18	22	-
10bc885b	27		unknown	unknown	3	1	-
10bc8876	258		unknown	unknown	5	10	-
10bc8978	395		unknown	unknown	17	15	-
10bc8b03	398		unknown	unknown	4	15	-
10bc8c91	46		unknown	unknown	1	1	-
10bc8cee	304		unknown	unknown	1	1	-
10bc8e1e	68		unknown	unknown	1	0	-
10bc8e62	60		unknown	unknown	2	0	-
10bc8e9e	109		unknown	unknown	1	0	-
10bc8f0b	71		unknown	unknown	1	1	-
10bc8f52	71		unknown	unknown	1	1	-
10bc8f99	29		unknown	unknown	1	0	-
10bc8fb6	97		unknown	unknown	1	2	-
10bc9017	197		unknown	unknown	2	2	-
10bc90dc	231		unknown	unknown	2	0	-
10bc91c3	496		unknown	unknown	2	13	-
10bc93b3	180		unknown	unknown	1	1	-
10bc9467	233		unknown	unknown	2	3	-
10bc9550	38		unknown	unknown	3	1	-
10bc9576	183		unknown	unknown	1	2	-
10bc962d	26		unknown	unknown	1	1	-
10bc9647	320		unknown	unknown	1	5	-
10bc9787	498		unknown	unknown	2	10	-
10bc9979	386		unknown	unknown	1	1	-
10bc9b36	327		unknown	unknown	1	1	-
10bc9c7d	255		unknown	unknown	1	3	-
10bc9d7c	606		unknown	unknown	1	11	-
10bc9fda	725		unknown	unknown	1	6	-
10bca2af	72		unknown	unknown	1	4	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10bca2f7	82		unknown	unknown	1	2	-
10bca349	42		unknown	unknown	3	1	-
10bca373	132		unknown	unknown	1	1	-
10bca3f7	122		unknown	unknown	4	1	-
10bca471	16		unknown	unknown	1	0	-
10bca481	54		unknown	unknown	4	1	-
10bca4b7	139		unknown	unknown	1	3	-
10bca542	57		unknown	unknown	4	2	-
10bca57b	259		unknown	unknown	2	2	-
10bca67e	616		unknown	unknown	5	5	-
10bca8e6	358		unknown	unknown	1	4	-
10bcaa4c	128		unknown	unknown	7	0	-
10bcaacc	173		unknown	unknown	1	0	-
10bcab79	54		unknown	unknown	2	1	-
10bcabaf	162		unknown	unknown	4	1	-
10bcac51	59		unknown	unknown	4	1	-
10bcac8c	145		unknown	unknown	1	4	-
10bcad1d	381		unknown	unknown	2	2	-
10bcae9a	100		unknown	unknown	2	0	-
10bcaefe	30		unknown	unknown	1	1	-
10bcaf1c	60		unknown	unknown	2	2	-
10bcaf58	45		unknown	unknown	4	1	-
10bcaf85	123		unknown	unknown	1	3	-
10bcb000	56		unknown	unknown	1	0	-
10bcb038	104		unknown	unknown	1	4	-
10bcb0a0	372		unknown	unknown	1	2	-
10bcb214	53		unknown	unknown	2	1	-
10bcb249	76		unknown	unknown	1	4	-
10bcb295	30		unknown	unknown	1	2	-
10bcb2b3	30		unknown	unknown	1	0	-
10bcb2d1	155		unknown	unknown	1	7	-
10bcb36c	536		unknown	unknown	1	5	-
10bcb584	179		unknown	unknown	3	0	-
10bcb637	21		unknown	unknown	1	0	-
10bcb64c	290		unknown	unknown	1	1	-
10bcb76e	382		unknown	unknown	1	1	-
10bcb8ec	97		unknown	unknown	1	1	-
10bcb94d	263		unknown	unknown	1	3	-
10bcba54	59		unknown	unknown	1	1	-
10bcba8f	128		unknown	unknown	1	4	-
10bcbb0f	110		unknown	unknown	2	2	-
10bcbb7d	32		unknown	unknown	1	0	-
10bcbb9d	99		unknown	unknown	1	1	-
10bcbc00	368		unknown	unknown	1	1	-
10bcbd70	60		unknown	unknown	1	0	-
10bcbdac	137		unknown	unknown	2	3	-
10bcbe35	109		unknown	unknown	2	3	-
10bcbea2	79		unknown	unknown	1	2	-
10bcbef1	63		unknown	unknown	1	6	-
10bcbf30	296		unknown	unknown	1	1	-
10bcc058	572		unknown	unknown	1	7	-
10bcc294	115		unknown	unknown	1	2	-
10bcc307	270		unknown	unknown	1	1	-
10bcc415	67		unknown	unknown	1	2	-
10bcc458	325		unknown	unknown	1	1	-
10bcc59d	299		unknown	unknown	3	4	-
10bcc6c8	113		unknown	unknown	2	2	-
10bcc739	62		unknown	unknown	1	1	-
10bcc777	49		unknown	unknown	2	1	-
10bcc7a8	54		unknown	unknown	1	1	-
10bcc7de	250		unknown	unknown	2	1	-
10bcc8d8	62		unknown	unknown	1	1	-
10bcc916	238		unknown	unknown	1	1	-
10bcca04	71		unknown	unknown	1	5	-
10bcca4b	68		unknown	unknown	1	1	-
10bcca8f	145		unknown	unknown	1	2	-
10bccb20	111		unknown	unknown	1	3	-
10bccb8f	134		unknown	unknown	1	2	-
10bccc15	50		unknown	unknown	2	1	-
10bccc47	18		unknown	unknown	1	2	-
10bccc59	83		unknown	unknown	1	3	-
10bcccac	143		unknown	unknown	1	1	-
